,id,orig_name,Pos,pP,gw,source
1332,572.0,Semedo,D,2.847,3,spiros
1333,276.0,Lukic,M,2.322,3,spiros
1334,436.0,Aurier,D,2.192,3,spiros
1335,5.0,Gabriel,D,2.934,3,spiros
1336,176.0,Roberts,D,2.467,3,spiros
1337,439.0,Boly,D,2.142,3,spiros
1338,586.0,Chong,M,2.382,3,spiros
1339,66.0,Cook,M,2.625,3,spiros
1340,493.0,Bissouma,M,2.532,3,spiros
1341,513.0,Sarr,M,2.535,3,spiros
1342,475.0,Berge,M,2.49,3,spiros
1343,254.0,Gueye,M,2.579,3,spiros
1344,489.0,Osborn,M,2.315,3,spiros
1345,551.0,Dawson,D,2.753,3,spiros
1346,490.0,Osula,F,2.311,3,spiros
1347,470.0,Yates,M,2.348,3,spiros
1348,165.0,Cullen,M,2.434,3,spiros
1349,471.0,Ahmedhodžić,D,1.631,3,spiros
1350,261.0,Onana,M,2.492,3,spiros
1351,126.0,Caicedo,M,2.587,3,spiros
1352,26.0,Trossard,M,2.552,3,spiros
1353,293.0,Darwin,F,2.254,3,spiros
1354,268.0,Cairney,M,2.177,3,spiros
1355,280.0,Palhinha,M,2.156,3,spiros
1356,278.0,Mitrović,F,2.016,3,spiros
1357,326.0,Morris,F,2.31,3,spiros
1358,441.0,Cook,D,2.051,3,spiros
1359,89.0,Zabarnyi,D,2.803,3,spiros
1360,178.0,Taylor,D,2.249,3,spiros
1361,314.0,Adebayo,F,2.259,3,spiros
1362,130.0,Enciso,M,2.451,3,spiros
1363,565.0,Lemina,M,2.365,3,spiros
1364,173.0,O'Shea,D,2.227,3,spiros
1365,480.0,Egan,D,1.527,3,spiros
1366,497.0,Emerson Royal,D,2.356,3,spiros
1367,481.0,Fleck,M,2.085,3,spiros
1368,52.0,Nakamba,M,2.109,3,spiros
1369,473.0,Baldock,D,1.493,3,spiros
1370,469.0,Worrall,D,1.931,3,spiros
1371,467.0,N.Williams,D,1.943,3,spiros
1372,574.0,Traoré,M,2.3,3,spiros
1373,455.0,McKenna,D,1.903,3,spiros
1374,576.0,Jack Robinson,D,1.464,3,spiros
1375,485.0,McBurnie,F,2.091,3,spiros
1376,474.0,Basham,D,1.473,3,spiros
1377,65.0,Christie,M,2.25,3,spiros
1378,604.0,Aina,D,1.914,3,spiros
1379,484.0,Lowe,D,1.434,3,spiros
1380,82.0,Semenyo,F,2.15,3,spiros
1381,369.0,Walker,D,2.202,3,spiros
1382,35.0,Buendía,M,2.302,3,spiros
1383,41.0,Diego Carlos,D,2.329,3,spiros
1384,159.0,Benson,M,2.052,3,spiros
1385,84.0,Smith,D,2.36,3,spiros
1386,591.0,Willian,M,1.727,3,spiros
1387,106.0,Jensen,M,1.929,3,spiros
1388,558.0,Jiménez,F,1.721,3,spiros
1389,83.0,Senesi,D,2.181,3,spiros
1390,468.0,Wood,F,1.785,3,spiros
1391,55.0,Ramsey,M,1.996,3,spiros
1392,557.0,Hwang,M,1.879,3,spiros
1393,432.0,Willock,M,1.582,3,spiros
1394,423.0,Murphy,M,1.609,3,spiros
1395,232.0,Mateta,F,1.654,3,spiros
1396,86.0,Tavernier,M,1.755,3,spiros
1397,515.0,Skipp,M,1.738,3,spiros
1398,507.0,Perišić,D,1.721,3,spiros
1399,95.0,Canós,M,1.643,3,spiros
1400,371.0,Amad,M,1.844,3,spiros
1401,527.0,Cornet,M,1.431,3,spiros
1402,87.0,H.Traorè,M,1.591,3,spiros
1403,287.0,Vinícius,F,1.277,3,spiros
1404,549.0,Chiquinho,M,1.558,3,spiros
1405,535.0,Ings,F,1.368,3,spiros
1406,223.0,C.Doucouré,M,1.381,3,spiros
1407,381.0,Fred,M,1.533,3,spiros
1408,59.0,Traoré,M,1.501,3,spiros
1409,358.0,Lewis,D,1.413,3,spiros
1410,578.0,Nelson,M,1.424,3,spiros
1411,532.0,Emerson,D,1.25,3,spiros
1412,33.0,Archer,F,1.364,3,spiros
1413,99.0,Dasilva,M,1.273,3,spiros
1414,208.0,Madueke,M,1.393,3,spiros
1415,198.0,Cucurella,D,1.284,3,spiros
1416,260.0,Mykolenko,D,1.254,3,spiros
1417,421.0,S.Longstaff,M,1.165,3,spiros
1418,536.0,Johnson,D,1.137,3,spiros
1419,58.0,Tielemans,M,1.281,3,spiros
1420,499.0,Højbjerg,M,1.185,3,spiros
1421,573.0,Toti,D,1.172,3,spiros
1422,321.0,Doughty,D,1.084,3,spiros
1423,465.0,Toffolo,D,1.101,3,spiros
1424,598.0,Doherty,D,1.153,3,spiros
1425,229.0,Hughes,M,1.039,3,spiros
1426,38.0,Coutinho,M,1.152,3,spiros
1427,270.0,De Cordova-Reid,M,0.959,3,spiros
1428,125.0,Buonanotte,M,1.082,3,spiros
1429,392.0,McTominay,M,1.09,3,spiros
1430,244.0,André Gomes,M,1.047,3,spiros
1431,548.0,Bueno,D,1.046,3,spiros
1432,512.0,Sánchez,D,1.03,3,spiros
1433,514.0,R.Sessegnon,D,0.989,3,spiros
1434,194.0,Chalobah,D,0.988,3,spiros
1435,44.0,Durán,F,0.969,3,spiros
1436,517.0,Spence,D,0.953,3,spiros
1437,133.0,Gilmour,M,0.962,3,spiros
1438,318.0,Burke,D,0.895,3,spiros
1439,446.0,Freuler,M,0.909,3,spiros
1440,4.0,Fábio Vieira,M,0.95,3,spiros
1441,389.0,Malacia,D,0.989,3,spiros
1442,252.0,Godfrey,D,0.933,3,spiros
1443,537.0,Kehrer,D,0.847,3,spiros
1444,362.0,Palmer,M,1.032,3,spiros
1445,22.0,Smith Rowe,M,0.869,3,spiros
1446,300.0,Jones,M,0.803,3,spiros
1447,138.0,Lallana,M,0.879,3,spiros
1448,492.0,Bentancur,M,0.872,3,spiros
1449,31.0,Zinchenko,D,0.856,3,spiros
1450,264.0,Simms,F,0.702,3,spiros
1451,76.0,Moore,F,0.827,3,spiros
1452,246.0,Calvert-Lewin,F,0.811,3,spiros
1453,442.0,Danilo,M,0.761,3,spiros
1454,170.0,Gudmundsson,M,0.758,3,spiros
1455,305.0,Matip,D,0.71,3,spiros
1456,191.0,Badiashile,D,0.783,3,spiros
1457,295.0,Elliott,M,0.711,3,spiros
1458,245.0,Branthwaite,D,0.679,3,spiros
1459,292.0,Bajcetic,M,0.685,3,spiros
1460,505.0,Ndombele,M,0.731,3,spiros
1461,495.0,Davies,D,0.733,3,spiros
1462,400.0,Van de Beek,M,0.745,3,spiros
1463,530.0,Cresswell,D,0.635,3,spiros
1464,311.0,Tsimikas,D,0.634,3,spiros
1465,151.0,Veltman,D,0.727,3,spiros
1466,560.0,Jonny,D,0.723,3,spiros
1467,139.0,Lamptey,D,0.718,3,spiros
1468,310.0,Thiago,M,0.642,3,spiros
1469,67.0,Dembélé,M,0.694,3,spiros
1470,496.0,Dier,D,0.71,3,spiros
1471,600.0,Redmond,M,0.665,3,spiros
1472,174.0,Obafemi,F,0.661,3,spiros
1473,146.0,Sarmiento,M,0.677,3,spiros
1474,370.0,Telles,D,0.722,3,spiros
1475,241.0,Tomkins,D,0.619,3,spiros
1476,72.0,Kluivert,M,0.657,3,spiros
1477,552.0,Fabio Silva,F,0.644,3,spiros
1478,32.0,Álex Moreno,D,0.715,3,spiros
1479,111.0,Onyeka,M,0.596,3,spiros
1480,328.0,Ogbene,F,0.589,3,spiros
1481,40.0,Dendoncker,M,0.675,3,spiros
1482,255.0,Holgate,D,0.632,3,spiros
1483,428.0,Targett,D,0.538,3,spiros
1484,394.0,Pellistri,M,0.627,3,spiros
1485,366.0,Sergio Gómez,D,0.756,3,spiros
1486,340.0,Woodrow,F,0.555,3,spiros
1487,163.0,Cork,M,0.573,3,spiros
1488,386.0,Lindelöf,D,0.634,3,spiros
1489,124.0,Ayari,M,0.613,3,spiros
1490,79.0,Pearson,M,0.578,3,spiros
1491,606.0,Igor,D,0.593,3,spiros
1492,298.0,Gomez,D,0.506,3,spiros
1493,277.0,Mbabu,D,0.47,3,spiros
1494,494.0,Bryan,M,0.548,3,spiros
1495,562.0,Kalajdžić,F,0.551,3,spiros
1496,541.0,Scamacca,F,0.478,3,spiros
1497,92.0,Baptiste,M,0.517,3,spiros
1498,193.0,Broja,F,0.579,3,spiros
1499,410.0,Fraser,M,0.387,3,spiros
1500,56.0,Sanson,M,0.53,3,spiros
1501,9.0,Jorginho,M,0.462,3,spiros
1502,317.0,Berry,M,0.381,3,spiros
1503,269.0,Cavaleiro,M,0.341,3,spiros
1504,554.0,Guedes,M,0.411,3,spiros
1505,364.0,Phillips,M,0.459,3,spiros
1506,45.0,Hause,D,0.451,3,spiros
1507,37.0,Chambers,D,0.453,3,spiros
1508,200.0,D.D.Fofana,F,0.499,3,spiros
1509,16.0,Pépé,M,0.383,3,spiros
1510,204.0,Hall,D,0.302,3,spiros
1511,503.0,Lo Celso,M,0.314,3,spiros
1512,123.0,Alzate,M,0.352,3,spiros
1513,10.0,Kiwior,D,0.334,3,spiros
1514,248.0,Dele,M,0.304,3,spiros
1515,360.0,McAtee,M,0.344,3,spiros
1516,7.0,Holding,D,0.292,3,spiros
1517,21.0,Sambi,M,0.258,3,spiros
1518,538.0,Mubama,F,0.157,3,spiros
1519,61.0,Wesley,F,0.288,3,spiros
1520,113.0,Raya,G,0.248,3,spiros
1521,214.0,Sarr,D,0.256,3,spiros
1522,128.0,Dahoud,M,0.244,3,spiros
1523,62.0,Anthony,M,0.23,3,spiros
1524,23.0,Tavares,D,0.239,3,spiros
1525,127.0,Connolly,F,0.233,3,spiros
1526,144.0,Moder,M,0.209,3,spiros
1527,121.0,Zanka,D,0.175,3,spiros
1528,68.0,Fredericks,D,0.176,3,spiros
1529,75.0,Mepham,D,0.172,3,spiros
1530,3.0,Elneny,M,0.168,3,spiros
1531,47.0,Kamara,M,0.201,3,spiros
1532,361.0,Ortega,G,0.136,3,spiros
1533,46.0,Iroegbunam,M,0.169,3,spiros
1534,409.0,Dubravka,G,0.053,3,spiros
1535,502.0,Lloris,G,0.084,3,spiros
1536,53.0,Olsen,G,0.1,3,spiros
1537,498.0,Forster,G,0.079,3,spiros
1538,385.0,Henderson,G,0.082,3,spiros
1539,227.0,Guaita,G,0.065,3,spiros
1540,301.0,Kelleher,G,0.047,3,spiros
1541,284.0,Rodák,G,0.044,3,spiros
1542,533.0,Fabianski,G,0.039,3,spiros
1543,448.0,Hennessey,G,0.041,3,spiros
1544,88.0,Travers,G,0.064,3,spiros
1545,236.0,Olise,M,0.0,3,spiros
1546,466.0,Ui-jo,F,0.0,3,spiros
1547,201.0,W.Fofana,D,0.0,3,spiros
1548,647.0,Anang,G,0.0,3,spiros
1549,363.0,Perrone,M,0.0,3,spiros
1550,312.0,Van den Berg,D,0.0,3,spiros
1551,54.0,Philogene-Bidace,M,0.0,3,spiros
1552,71.0,Kilkenny,M,0.0,3,spiros
1553,212.0,Nkunku,F,0.0,3,spiros
1554,11.0,Marquinhos,M,0.0,3,spiros
1555,136.0,Karbownik,D,0.0,3,spiros
1556,94.0,Bidstrup,M,0.0,3,spiros
1557,137.0,Kozłowski,M,0.0,3,spiros
1558,626.0,Quansah,D,0.0,3,spiros
1559,675.0,Ramsey,M,0.0,3,spiros
1560,657.0,Rak-Sakyi,M,0.0,3,spiros
1561,559.0,João Gomes,M,0.0,3,spiros
1562,162.0,Churlinov,M,0.0,3,spiros
1563,483.0,Jebbison,F,0.0,3,spiros
1564,622.0,Dodgson,D,0.0,3,spiros
1565,640.0,Scarlett,F,0.0,3,spiros
1566,388.0,Mainoo,M,0.0,3,spiros
1567,670.0,Marschall,G,0.0,3,spiros
1568,380.0,Álvaro Fernández,D,0.0,3,spiros
1569,652.0,Dibley-Dias,M,0.0,3,spiros
1570,667.0,Lavia,M,0.0,3,spiros
1571,651.0,Stansfield,F,0.0,3,spiros
1572,646.0,Hein,G,0.0,3,spiros
1573,69.0,Hill,D,0.0,3,spiros
1574,115.0,Schade,M,0.0,3,spiros
1575,383.0,Mejbri,M,0.0,3,spiros
1576,399.0,Shoretire,F,0.0,3,spiros
1577,219.0,Ahamada,M,0.0,3,spiros
1578,97.0,Cox,G,0.0,3,spiros
1579,627.0,Clark,M,0.0,3,spiros
1580,620.0,Olakigbe,M,0.0,3,spiros
1581,628.0,Doak,M,0.0,3,spiros
1582,164.0,Costelloe,M,0.0,3,spiros
1583,621.0,Hinshelwood,M,0.0,3,spiros
1584,186.0,Andrey Santos,M,0.0,3,spiros
1585,653.0,Seriki,D,0.0,3,spiros
1586,243.0,Whitworth,G,0.0,3,spiros
1587,656.0,Hackford,F,0.0,3,spiros
1588,158.0,Bastien,M,0.0,3,spiros
1589,156.0,Agyei,M,0.0,3,spiros
1590,636.0,G.Shelvey,G,0.0,3,spiros
1591,149.0,Undav,F,0.0,3,spiros
1592,224.0,Ebiowei,M,0.0,3,spiros
1593,237.0,Plange,F,0.0,3,spiros
1594,179.0,Thomas,D,0.0,3,spiros
1595,650.0,Onyango,M,0.0,3,spiros
1596,619.0,Greenwood,D,0.0,3,spiros
1597,118.0,Trevitt,M,0.0,3,spiros
1598,418.0,Kuol,M,0.0,3,spiros
1599,671.0,Humphreys,D,0.0,3,spiros
1600,635.0,Miley,M,0.0,3,spiros
1601,658.0,Gordon,F,0.0,3,spiros
1602,556.0,Hoever,D,0.0,3,spiros
1603,624.0,Dobbin,M,0.0,3,spiros
1604,649.0,Cannon,F,0.0,3,spiros
1605,579.0,Lonergan,G,0.0,3,spiros
1606,633.0,Livramento,D,0.0,3,spiros
1607,74.0,Marcondes,M,0.0,3,spiros
1608,274.0,Kongolo,D,0.0,3,spiros
1609,422.0,Manquillo,D,0.0,3,spiros
1610,187.0,Arrizabalaga,G,0.0,3,spiros
1611,417.0,Krafth,D,0.0,3,spiros
1612,323.0,Macey,G,0.0,3,spiros
1613,18.0,Rúnarsson,G,0.0,3,spiros
1614,445.0,Felipe,D,0.0,3,spiros
1615,296.0,Fabinho,M,0.0,3,spiros
1616,190.0,Baba Rahman,D,0.0,3,spiros
1617,183.0,Weghorst,F,0.0,3,spiros
1618,346.0,Cancelo,D,0.0,3,spiros
1619,192.0,Bettinelli,G,0.0,3,spiros
1620,218.0,Ziyech,M,0.0,3,spiros
1621,73.0,Lowe,M,0.0,3,spiros
1622,116.0,Strakosha,G,0.0,3,spiros
1623,453.0,Mangala,M,0.0,3,spiros
1624,117.0,Toney,F,0.0,3,spiros
1625,357.0,Laporte,D,0.0,3,spiros
1626,51.0,Mings,D,0.0,3,spiros
1627,413.0,Hayden,M,0.0,3,spiros
1628,662.0,Adama,M,0.0,3,spiros
1629,251.0,Gbamin,M,0.0,3,spiros
1630,367.0,Steffen,G,0.0,3,spiros
1631,233.0,Matthews,G,0.0,3,spiros
1632,426.0,Saint-Maximin,M,0.0,3,spiros
1633,253.0,Gray,M,0.0,3,spiros
1634,444.0,Dräger,D,0.0,3,spiros
1635,666.0,Davies,M,0.0,3,spiros
1636,239.0,Riedewald,M,0.0,3,spiros
1637,521.0,Whiteman,G,0.0,3,spiros
1638,398.0,Shaw,D,0.0,3,spiros
1639,581.0,Dummett,D,0.0,3,spiros
1640,580.0,Karius,G,0.0,3,spiros
1641,359.0,Mahrez,M,0.0,3,spiros
1642,347.0,Carson,G,0.0,3,spiros
1643,665.0,Krul,G,0.0,3,spiros
1644,384.0,Heaton,G,0.0,3,spiros
1645,80.0,Randolph,G,0.0,3,spiros
1646,577.0,Ogbonna,D,0.0,3,spiros
1647,189.0,Azpilicueta,D,0.0,3,spiros
1648,177.0,Rodriguez,F,0.0,3,spiros
1649,435.0,Arter,M,0.0,3,spiros
1650,322.0,Freeman,M,0.0,3,spiros
1651,463.0,Shelvey,M,0.0,3,spiros
1652,109.0,Mee,D,0.0,3,spiros
1653,188.0,Aubameyang,F,0.0,3,spiros
1654,299.0,Henderson,M,0.0,3,spiros
1655,425.0,Ritchie,M,0.0,3,spiros
1656,2.0,Cédric,D,0.0,3,spiros
1657,408.0,Darlow,G,0.0,3,spiros
1658,289.0,Adrián,G,0.0,3,spiros
1659,349.0,De Bruyne,M,0.0,3,spiros
1660,207.0,Lukaku,F,0.0,3,spiros
1661,500.0,Kane,F,0.0,3,spiros
1662,546.0,Bentley,G,0.0,3,spiros
1663,411.0,Gillespie,G,0.0,3,spiros
1664,414.0,Hendrick,M,0.0,3,spiros
1665,273.0,Knockaert,M,0.0,3,spiros
1666,630.0,Barkley,M,0.0,3,spiros
1667,387.0,Maguire,D,0.0,3,spiros
1668,368.0,Stones,D,0.0,3,spiros
1669,419.0,Lascelles,D,0.0,3,spiros
1670,664.0,Ward-Prowse,M,0.0,3,spiros
1671,213.0,Pulisic,M,0.0,3,spiros
1672,543.0,Vlasic,M,0.0,3,spiros
1673,404.0,Ashby,D,0.0,3,spiros
1674,454.0,Mbe Soh,D,0.0,3,spiros
1675,114.0,Roerslev,D,0.0,3,spiros
1676,93.0,Bech,D,0.0,3,spiros
1677,443.0,Dennis,F,0.0,3,spiros
1678,1.0,Balogun,F,0.0,3,spiros
1679,172.0,Muric,G,0.0,3,spiros
1680,250.0,Garner,M,0.0,3,spiros
1681,374.0,B.Williams,D,0.0,3,spiros
1682,431.0,Watts,D,0.0,3,spiros
1683,643.0,Aarons,D,0.0,3,spiros
1684,676.0,Mavropanos,D,0.0,3,spiros
1685,91.0,Balcombe,G,0.0,3,spiros
1686,70.0,Kelly,D,0.0,3,spiros
1687,555.0,Hodge,M,0.0,3,spiros
1688,147.0,Scherpen,G,0.0,3,spiros
1689,458.0,O'Brien,M,0.0,3,spiros
1690,209.0,Mount,M,0.0,3,spiros
1691,332.0,Pereira,M,0.0,3,spiros
1692,279.0,Muniz,F,0.0,3,spiros
1693,393.0,Mengi,D,0.0,3,spiros
1694,456.0,Mighten,M,0.0,3,spiros
1695,550.0,Cundle,M,0.0,3,spiros
1696,57.0,Sinisalo,G,0.0,3,spiros
1697,107.0,Lewis-Potter,M,0.0,3,spiros
1698,238.0,Richards,D,0.0,3,spiros
1699,561.0,Jordão,M,0.0,3,spiros
1700,166.0,Egan-Riley,D,0.0,3,spiros
1701,272.0,Francois,M,0.0,3,spiros
1702,100.0,Dervişoğlu,F,0.0,3,spiros
1703,459.0,Ojeda,M,0.0,3,spiros
1704,438.0,Biancone,D,0.0,3,spiros
1705,476.0,Bogle,D,0.0,3,spiros
1706,206.0,James,D,0.0,3,spiros
1707,25.0,Tomiyasu,D,0.0,3,spiros
1708,266.0,Virgínia,G,0.0,3,spiros
1709,462.0,Scarpa,M,0.0,3,spiros
1710,24.0,Tierney,D,0.0,3,spiros
1711,420.0,Lewis,D,0.0,3,spiros
1712,477.0,Brewster,F,0.0,3,spiros
1713,375.0,Bailly,D,0.0,3,spiros
1714,306.0,Phillips,D,0.0,3,spiros
1715,457.0,Niakhaté,D,0.0,3,spiros
1716,508.0,Reguilón,D,0.0,3,spiros
1717,518.0,Tanganga,D,0.0,3,spiros
1718,185.0,Ampadu,D,0.0,3,spiros
1719,673.0,Adams,M,0.0,3,spiros
1720,155.0,Zeqiri,F,0.0,3,spiros
1721,8.0,Jesus,F,0.0,3,spiros
1722,460.0,Panzo,D,0.0,3,spiros
1723,205.0,Hudson-Odoi,M,0.0,3,spiros
1724,141.0,McGill,G,0.0,3,spiros
1725,102.0,Goode,D,0.0,3,spiros
1726,510.0,Rodon,D,0.0,3,spiros
1727,491.0,Austin,G,0.0,3,spiros
1728,403.0,Anderson,M,0.0,3,spiros
1729,571.0,Šarkić,G,0.0,3,spiros
1730,464.0,Surridge,F,0.0,3,spiros
1731,175.0,Peacock-Farrell,G,0.0,3,spiros
1732,351.0,Doyle,M,0.0,3,spiros
1733,531.0,Downes,M,0.0,3,spiros
1734,39.0,Davis,F,0.0,3,spiros
1735,661.0,Harrison,M,0.0,3,spiros
1736,452.0,Laryea,D,0.0,3,spiros
1737,529.0,Coventry,M,0.0,3,spiros
1738,461.0,Richards,D,0.0,3,spiros
1739,308.0,Salah,M,6.128,4,spiros
1740,355.0,Haaland,F,6.464,4,spiros
1741,516.0,Son,M,6.099,4,spiros
1742,373.0,Fernandes,M,4.759,4,spiros
1743,430.0,Trippier,D,4.158,4,spiros
1744,19.0,Saka,M,5.219,4,spiros
1745,396.0,Rashford,M,4.445,4,spiros
1746,14.0,Ødegaard,M,4.892,4,spiros
1747,353.0,Foden,M,5.47,4,spiros
1748,303.0,Luis Díaz,M,4.967,4,spiros
1749,504.0,Maddison,M,5.444,4,spiros
1750,290.0,Alexander-Arnold,D,4.748,4,spiros
1751,108.0,Mbeumo,M,5.428,4,spiros
1752,226.0,Eze,M,5.351,4,spiros
1753,12.0,Martinelli,M,4.625,4,spiros
1754,216.0,Sterling,M,5.193,4,spiros
1755,415.0,Isak,F,4.092,4,spiros
1756,307.0,Robertson,D,4.348,4,spiros
1757,143.0,Mitoma,M,4.25,4,spiros
1758,599.0,Diaby,M,3.944,4,spiros
1759,211.0,N.Jackson,F,4.854,4,spiros
1760,343.0,Álvarez,F,4.548,4,spiros
1761,134.0,Groß,M,4.074,4,spiros
1762,60.0,Watkins,F,3.652,4,spiros
1763,309.0,Szoboszlai,M,4.082,4,spiros
1764,424.0,Pope,G,3.409,4,spiros
1765,291.0,Alisson,G,4.029,4,spiros
1766,352.0,Ederson,G,5.026,4,spiros
1767,526.0,Bowen,M,4.639,4,spiros
1768,297.0,Gakpo,F,3.911,4,spiros
1769,630.0,Barkley,M,4.184,4,spiros
1770,350.0,Dias,D,4.872,4,spiros
1771,354.0,Grealish,M,4.354,4,spiros
1772,195.0,Chilwell,D,4.885,4,spiros
1773,230.0,Johnstone,G,4.561,4,spiros
1774,519.0,Udogie,D,4.369,4,spiros
1775,6.0,Havertz,M,3.911,4,spiros
1776,140.0,March,M,3.669,4,spiros
1777,509.0,Richarlison,M,4.214,4,spiros
1778,197.0,Colwill,D,4.756,4,spiros
1779,501.0,Kulusevski,M,4.158,4,spiros
1780,437.0,Awoniyi,F,3.822,4,spiros
1781,119.0,Wissa,F,4.054,4,spiros
1782,131.0,Estupiñán,D,3.393,4,spiros
1783,267.0,Andreas,M,3.379,4,spiros
1784,447.0,Gibbs-White,M,3.741,4,spiros
1785,402.0,Almirón,M,3.369,4,spiros
1786,42.0,Digne,D,2.703,4,spiros
1787,49.0,Martínez,G,3.019,4,spiros
1788,427.0,Schär,D,2.785,4,spiros
1789,539.0,Paquetá,M,4.217,4,spiros
1790,112.0,Pinnock,D,4.494,4,spiros
1791,101.0,Flekken,G,4.267,4,spiros
1792,379.0,Eriksen,M,3.408,4,spiros
1793,85.0,Solanke,F,3.686,4,spiros
1794,29.0,White,D,3.644,4,spiros
1795,145.0,Sánchez,G,4.274,4,spiros
1796,20.0,Saliba,D,3.551,4,spiros
1797,605.0,Koleosho,M,3.576,4,spiros
1798,407.0,Burn,D,2.661,4,spiros
1799,304.0,Mac Allister,M,3.505,4,spiros
1800,429.0,Tonali,M,3.177,4,spiros
1801,43.0,Douglas Luiz,M,3.212,4,spiros
1802,203.0,Gusto,D,4.357,4,spiros
1803,275.0,Leno,G,2.593,4,spiros
1804,520.0,Vicario,G,3.753,4,spiros
1805,293.0,Darwin,F,3.391,4,spiros
1806,450.0,Johnson,M,3.5,4,spiros
1807,406.0,Bruno Guimarães,M,3.059,4,spiros
1808,249.0,A.Doucouré,M,3.765,4,spiros
1809,259.0,McNeil,M,3.817,4,spiros
1810,263.0,Pickford,G,3.843,4,spiros
1811,558.0,Jiménez,F,3.086,4,spiros
1812,103.0,Henry,D,4.187,4,spiros
1813,525.0,Benrahma,M,3.949,4,spiros
1814,344.0,Bernardo,M,3.711,4,spiros
1815,584.0,Pau,D,2.458,4,spiros
1816,288.0,Wilson,M,3.034,4,spiros
1817,365.0,Rodri,M,3.734,4,spiros
1818,523.0,Antonio,F,3.798,4,spiros
1819,597.0,Onana,G,2.83,4,spiros
1820,524.0,Areola,G,3.916,4,spiros
1821,217.0,Thiago Silva,D,4.181,4,spiros
1822,376.0,Casemiro,M,3.032,4,spiros
1823,416.0,Joelinton,M,3.038,4,spiros
1824,603.0,Barnes,M,2.893,4,spiros
1825,341.0,Akanji,D,3.951,4,spiros
1826,664.0,Ward-Prowse,M,3.715,4,spiros
1827,412.0,Gordon,M,2.986,4,spiros
1828,77.0,Neto,G,3.109,4,spiros
1829,202.0,Gallagher,M,3.646,4,spiros
1830,569.0,Sá,G,3.257,4,spiros
1831,17.0,Ramsdale,G,3.241,4,spiros
1832,221.0,J.Ayew,M,3.585,4,spiros
1833,401.0,Wan-Bissaka,D,2.524,4,spiros
1834,96.0,Collins,D,3.979,4,spiros
1835,199.0,Enzo,M,3.605,4,spiros
1836,342.0,Aké,D,3.812,4,spiros
1837,257.0,Keane,D,3.813,4,spiros
1838,220.0,Andersen,D,3.994,4,spiros
1839,390.0,Martial,F,2.978,4,spiros
1840,234.0,Mitchell,D,3.965,4,spiros
1841,305.0,Matip,D,3.046,4,spiros
1842,36.0,Cash,D,2.293,4,spiros
1843,242.0,Ward,D,3.933,4,spiros
1844,542.0,Soucek,M,3.509,4,spiros
1845,567.0,Neto,M,3.119,4,spiros
1846,614.0,Kaminski,G,3.364,4,spiros
1847,30.0,Xhaka,M,3.113,4,spiros
1848,129.0,Dunk,D,2.805,4,spiros
1849,544.0,Zouma,D,3.917,4,spiros
1850,34.0,Bailey,M,2.824,4,spiros
1851,48.0,Konsa,D,2.241,4,spiros
1852,228.0,Guéhi,D,3.882,4,spiros
1853,142.0,Milner,M,2.972,4,spiros
1854,601.0,Danjuma,M,3.377,4,spiros
1855,534.0,Fornals,M,3.514,4,spiros
1856,28.0,Turner,G,2.991,4,spiros
1857,522.0,Aguerd,D,3.871,4,spiros
1858,482.0,Foderingham,G,3.614,4,spiros
1859,256.0,Iwobi,M,3.346,4,spiros
1860,225.0,Edouard,F,3.269,4,spiros
1861,596.0,Trafford,G,3.353,4,spiros
1862,222.0,Clyne,D,3.719,4,spiros
1863,245.0,Branthwaite,D,3.595,4,spiros
1864,240.0,Schlupp,M,3.243,4,spiros
1865,511.0,Romero,D,3.337,4,spiros
1866,153.0,Webster,D,2.687,4,spiros
1867,104.0,Hickey,D,3.662,4,spiros
1868,270.0,De Cordova-Reid,M,2.64,4,spiros
1869,105.0,Janelt,M,3.191,4,spiros
1870,568.0,Podence,M,2.929,4,spiros
1871,540.0,Rice,M,2.926,4,spiros
1872,602.0,Kabore,D,3.167,4,spiros
1873,372.0,Antony,M,2.714,4,spiros
1874,10.0,Kiwior,D,2.898,4,spiros
1875,433.0,Wilson,F,2.502,4,spiros
1876,391.0,Martínez,D,2.202,4,spiros
1877,588.0,Young,D,3.452,4,spiros
1878,132.0,Ferguson,F,2.562,4,spiros
1879,110.0,Nørgaard,M,3.13,4,spiros
1880,78.0,Ouattara,M,2.841,4,spiros
1881,15.0,Partey,M,2.841,4,spiros
1882,528.0,Coufal,D,3.607,4,spiros
1883,506.0,Pedro Porro,D,3.147,4,spiros
1884,265.0,Tarkowski,D,3.377,4,spiros
1885,356.0,Kovacic,M,3.062,4,spiros
1886,115.0,Schade,M,3.058,4,spiros
1887,50.0,McGinn,M,2.57,4,spiros
1888,204.0,Hall,D,2.257,4,spiros
1889,63.0,Billing,M,2.752,4,spiros
1890,545.0,Aït-Nouri,D,2.709,4,spiros
1891,154.0,Welbeck,F,2.689,4,spiros
1892,382.0,Garnacho,M,2.525,4,spiros
1893,566.0,Matheus,M,2.779,4,spiros
1894,106.0,Jensen,M,3.006,4,spiros
1895,281.0,Ream,D,1.529,4,spiros
1896,262.0,Patterson,D,3.272,4,spiros
1897,247.0,Coleman,D,3.237,4,spiros
1898,377.0,Dalot,D,2.149,4,spiros
1899,436.0,Aurier,D,2.565,4,spiros
1900,397.0,Sancho,M,2.534,4,spiros
1901,271.0,Diop,D,1.462,4,spiros
