Pos,ID,Name,BV,SV,Team,12_xMins,12_Pts,13_xMins,13_Pts,14_xMins,14_Pts,15_xMins,15_Pts,16_xMins,16_Pts,17_xMins,17_Pts,18_xMins,18_Pts,19_xMins,19_Pts,20_xMins,20_Pts,21_xMins,21_Pts,22_xMins,22_Pts,23_xMins,23_Pts
F,246.0,Calvert-Lewin,58,58,Everton,80.0,4.321,80.0,4.268,80.0,4.474,80.0,3.865,80.0,4.062,80.0,5.18,80.0,4.004,80.0,3.821,80.0,4.454,80.0,4.1,80.0,4.388,80.0,4.072
F,85.0,Solanke,64,64,Bournemouth,88.0,3.881,88.0,4.815,88.0,4.044,88.0,4.142,88.0,4.027,88.0,4.961,88.0,4.329,88.0,4.302,88.0,3.945,88.0,3.875,88.0,4.188,88.0,4.413
M,12.0,Martinelli,77,77,Arsenal,78.0,4.7,78.0,3.93,78.0,4.599,78.0,4.477,78.0,3.897,78.0,3.929,78.0,3.731,78.0,4.421,78.0,4.278,78.0,4.402,78.0,4.412,78.0,3.849
D,29.0,White,57,57,Arsenal,77.0,5.566,77.0,3.4,77.0,5.063,77.0,4.775,77.0,3.306,77.0,3.643,77.0,3.083,77.0,4.709,77.0,4.204,77.0,4.676,77.0,4.423,77.0,3.471
G,291.0,Alisson,56,56,Liverpool,89.0,4.113,89.0,3.208,89.0,4.908,89.0,4.802,89.0,4.264,89.0,4.6,89.0,3.927,89.0,4.684,89.0,3.553,89.0,4.531,89.0,3.935,89.0,3.598
M,309.0,Szoboszlai,71,71,Liverpool,84.0,4.029,84.0,3.521,84.0,4.566,84.0,4.654,84.0,4.331,84.0,4.26,84.0,3.951,84.0,4.622,84.0,3.787,84.0,4.535,84.0,3.974,84.0,3.827
D,290.0,Alexander-Arnold,79,79,Liverpool,85.0,4.113,85.0,2.605,85.0,5.071,85.0,5.067,85.0,4.302,85.0,4.631,85.0,3.696,85.0,4.907,85.0,3.436,85.0,4.755,85.0,3.806,85.0,3.276
M,43.0,Douglas Luiz,56,56,Aston Villa,85.0,4.352,85.0,3.533,85.0,4.674,85.0,3.387,85.0,3.874,85.0,3.552,85.0,4.941,85.0,3.763,85.0,4.743,85.0,3.94,85.0,3.433,85.0,4.757
G,275.0,Leno,47,47,Fulham,89.0,3.348,89.0,4.479,89.0,3.346,89.0,4.695,89.0,4.355,89.0,3.219,89.0,4.852,89.0,4.195,89.0,3.652,89.0,3.435,89.0,4.199,89.0,4.369
M,689.0,Kudus,65,65,West Ham,75.0,4.068,75.0,4.867,75.0,3.889,75.0,3.483,75.0,3.895,75.0,4.002,75.0,3.721,75.0,3.495,75.0,3.502,75.0,4.887,75.0,4.098,75.0,3.64
D,36.0,Cash,52,52,Aston Villa,78.0,4.454,78.0,3.4,78.0,4.339,78.0,2.643,78.0,3.399,78.0,3.213,78.0,5.4,78.0,3.58,78.0,5.249,78.0,3.892,78.0,3.224,78.0,4.534
D,584.0,Pau,46,46,Aston Villa,84.0,4.429,84.0,3.424,84.0,4.279,84.0,2.675,84.0,3.398,84.0,3.232,84.0,5.349,84.0,3.607,84.0,5.196,84.0,3.865,84.0,3.217,84.0,4.481
G,424.0,Pope,55,55,Newcastle,89.0,4.005,89.0,3.569,89.0,4.076,89.0,3.788,89.0,3.419,89.0,4.389,89.0,4.247,89.0,4.953,89.0,3.129,89.0,2.903,89.0,3.269,89.0,5.325
D,313.0,Van Dijk,61,61,Liverpool,85.0,3.901,85.0,2.421,85.0,4.849,85.0,4.811,85.0,4.107,85.0,4.429,85.0,3.528,85.0,4.647,85.0,3.159,85.0,4.471,85.0,3.607,85.0,3.106
G,113.0,Raya,49,49,Arsenal,85.0,5.06,85.0,3.281,85.0,4.619,85.0,4.317,85.0,3.242,85.0,3.462,85.0,3.043,85.0,4.364,85.0,3.859,85.0,4.257,85.0,4.043,85.0,3.371
D,419.0,Lascelles,40,40,Newcastle,80.0,4.154,80.0,3.45,80.0,4.098,80.0,3.69,80.0,3.235,80.0,4.54,80.0,4.446,80.0,5.141,80.0,2.787,80.0,2.497,80.0,2.998,80.0,5.522
M,664.0,Ward-Prowse,62,62,West Ham,83.0,4.176,83.0,4.055,83.0,3.935,83.0,3.405,83.0,3.82,83.0,4.152,83.0,3.739,83.0,3.419,83.0,3.494,83.0,4.075,83.0,4.18,83.0,3.604
D,427.0,Schär,52,52,Newcastle,85.0,4.073,85.0,3.377,85.0,4.075,85.0,3.682,85.0,3.215,85.0,4.467,85.0,4.364,85.0,5.068,85.0,2.736,85.0,2.427,85.0,2.99,85.0,5.448
M,501.0,Kulusevski,70,70,Spurs,78.0,4.099,78.0,3.683,78.0,3.259,78.0,4.072,78.0,3.524,78.0,4.106,78.0,4.011,78.0,3.522,78.0,4.297,78.0,3.731,78.0,3.699,78.0,3.869
F,225.0,Edouard,55,55,Crystal Palace,75.0,3.761,75.0,4.793,75.0,3.845,75.0,4.05,75.0,3.466,75.0,3.372,75.0,3.492,75.0,3.551,75.0,3.546,75.0,3.557,75.0,4.878,75.0,3.461
D,369.0,Walker,53,53,Man City,76.0,3.304,76.0,3.572,76.0,4.294,76.0,3.301,76.0,4.666,76.0,4.861,0.0,0.0,76.0,4.141,76.0,5.683,76.0,2.985,76.0,5.512,76.0,3.366
M,249.0,A.Doucouré,55,55,Everton,85.0,3.898,85.0,3.906,85.0,3.994,85.0,3.51,85.0,3.681,85.0,4.077,85.0,3.693,85.0,3.365,85.0,3.971,85.0,3.787,85.0,3.927,85.0,3.816
M,412.0,Gordon,57,57,Newcastle,78.0,4.029,78.0,3.551,78.0,3.881,78.0,3.771,78.0,3.513,78.0,4.103,78.0,4.09,78.0,4.305,78.0,3.219,78.0,3.144,78.0,3.496,78.0,4.37
G,524.0,Areola,43,43,West Ham,89.0,4.28,89.0,3.963,89.0,3.883,89.0,3.388,89.0,3.663,89.0,4.163,89.0,3.757,89.0,3.112,89.0,3.405,89.0,4.01,89.0,4.312,89.0,3.475
D,206.0,James,53,53,Chelsea,75.0,2.537,75.0,2.762,75.0,3.325,75.0,3.418,75.0,3.854,75.0,5.2,75.0,4.025,75.0,4.175,75.0,4.316,75.0,4.262,75.0,2.796,75.0,4.66
M,226.0,Eze,61,61,Crystal Palace,85.0,4.087,85.0,4.194,85.0,3.945,85.0,4.305,85.0,3.454,85.0,3.194,85.0,3.619,85.0,3.498,85.0,3.749,85.0,3.378,85.0,4.405,85.0,3.5
M,378.0,Elanga,50,50,Nott'm Forest,77.0,3.861,77.0,3.491,77.0,3.882,77.0,3.866,77.0,4.014,77.0,3.605,77.0,4.191,77.0,3.311,77.0,3.756,77.0,3.469,77.0,3.541,77.0,4.032
G,145.0,Sánchez,46,46,Chelsea,89.0,2.856,89.0,2.933,89.0,3.352,89.0,3.553,89.0,3.613,89.0,4.994,89.0,3.902,89.0,4.116,89.0,4.13,89.0,4.179,89.0,2.938,89.0,4.453
G,152.0,Verbruggen,44,44,Brighton,70.0,4.631,70.0,3.715,70.0,3.012,70.0,3.428,70.0,4.488,70.0,2.975,70.0,3.531,70.0,3.609,70.0,3.589,70.0,4.14,70.0,3.856,70.0,3.86
M,26.0,Trossard,65,65,Arsenal,55.0,4.564,55.0,3.371,55.0,4.113,55.0,4.66,55.0,3.348,55.0,3.385,55.0,3.257,55.0,3.717,55.0,3.627,55.0,3.668,55.0,3.709,55.0,3.352
D,506.0,Pedro Porro,52,52,Spurs,76.0,4.022,76.0,3.458,76.0,2.319,76.0,4.218,76.0,3.084,76.0,4.085,76.0,4.257,76.0,3.038,76.0,4.799,76.0,3.403,76.0,3.533,76.0,3.762
G,49.0,Martínez,49,49,Aston Villa,89.0,4.021,89.0,3.241,89.0,3.873,89.0,2.774,89.0,3.295,89.0,3.089,89.0,4.825,89.0,3.403,89.0,4.67,89.0,3.489,89.0,3.137,89.0,4.013
G,230.0,Johnstone,46,46,Crystal Palace,89.0,4.028,89.0,4.191,89.0,3.824,89.0,4.583,89.0,3.216,89.0,2.742,89.0,3.41,89.0,3.227,89.0,3.514,89.0,3.226,89.0,4.744,89.0,3.11
D,112.0,Pinnock,45,45,Brentford,85.0,3.007,85.0,3.506,85.0,5.429,85.0,3.216,85.0,4.634,85.0,3.684,0.0,0.0,85.0,4.859,85.0,4.066,85.0,5.034,85.0,3.54,85.0,2.802
M,392.0,McTominay,48,48,Man Utd,65.0,4.802,65.0,3.578,65.0,3.205,65.0,3.341,65.0,3.933,65.0,3.225,65.0,3.61,65.0,3.38,65.0,3.789,65.0,3.413,65.0,3.76,65.0,3.671
D,377.0,Dalot,50,50,Man Utd,84.0,4.884,84.0,3.511,84.0,2.608,84.0,3.285,84.0,4.62,84.0,2.614,84.0,3.591,84.0,3.278,84.0,3.889,84.0,3.526,84.0,3.79,84.0,4.018
D,197.0,Colwill,46,46,Chelsea,88.0,2.367,88.0,2.566,88.0,3.124,88.0,3.294,88.0,3.636,88.0,5.131,88.0,3.896,88.0,4.075,88.0,4.199,88.0,4.172,88.0,2.572,88.0,4.562
M,678.0,Doku,66,66,Man City,64.0,3.626,64.0,3.701,64.0,3.834,64.0,3.638,64.0,4.41,64.0,4.144,0.0,0.0,64.0,3.906,64.0,4.658,64.0,3.516,64.0,4.374,64.0,3.646
G,520.0,Vicario,52,52,Spurs,89.0,3.846,89.0,3.458,89.0,2.718,89.0,4.072,89.0,3.189,89.0,3.902,89.0,4.015,89.0,3.131,89.0,4.492,89.0,3.504,89.0,3.542,89.0,3.564
D,20.0,Saliba,53,53,Arsenal,88.0,4.97,88.0,2.848,88.0,4.507,88.0,4.162,88.0,2.762,88.0,3.111,88.0,2.527,88.0,4.144,88.0,3.59,88.0,4.069,88.0,3.816,88.0,2.925
F,119.0,Wissa,59,59,Brentford,75.0,3.57,75.0,3.731,75.0,4.34,75.0,3.673,75.0,4.359,75.0,3.833,0.0,0.0,75.0,4.215,75.0,4.126,75.0,4.256,75.0,3.789,75.0,3.538
G,352.0,Ederson,55,55,Man City,89.0,3.197,89.0,3.453,89.0,4.088,89.0,3.217,89.0,4.279,89.0,4.483,0.0,0.0,89.0,3.907,89.0,5.308,89.0,3.0,89.0,5.136,89.0,3.284
D,528.0,Coufal,46,46,West Ham,77.0,4.338,77.0,3.987,77.0,3.815,77.0,2.947,77.0,3.497,77.0,4.171,77.0,3.485,77.0,2.517,77.0,2.97,77.0,4.033,77.0,4.392,77.0,3.131
M,542.0,Soucek,49,49,West Ham,70.0,3.805,70.0,3.726,70.0,3.668,70.0,3.37,70.0,3.604,70.0,3.755,70.0,3.565,70.0,3.303,70.0,3.334,70.0,3.82,70.0,3.798,70.0,3.489
M,365.0,Rodri,56,56,Man City,85.0,3.611,85.0,3.619,85.0,3.801,85.0,3.566,85.0,4.265,85.0,4.253,0.0,0.0,85.0,3.873,85.0,4.573,85.0,3.363,85.0,4.534,85.0,3.577
D,220.0,Andersen,51,51,Crystal Palace,85.0,4.186,85.0,4.33,85.0,3.786,85.0,4.788,85.0,3.009,85.0,2.252,85.0,3.266,85.0,2.986,85.0,3.451,85.0,2.81,85.0,5.014,85.0,2.9
D,368.0,Stones,53,53,Man City,73.0,3.073,73.0,3.375,73.0,4.084,73.0,3.133,73.0,4.292,73.0,4.468,0.0,0.0,73.0,3.911,73.0,5.252,73.0,2.829,73.0,5.089,73.0,3.196
M,270.0,De Cordova-Reid,54,54,Fulham,75.0,3.295,75.0,3.784,75.0,3.223,75.0,3.812,75.0,3.671,75.0,3.216,75.0,3.877,75.0,3.701,75.0,3.39,75.0,3.29,75.0,3.599,75.0,3.757
M,416.0,Joelinton,58,58,Newcastle,75.0,3.767,75.0,3.36,75.0,3.579,75.0,3.439,75.0,3.234,75.0,3.758,75.0,3.871,75.0,3.909,75.0,3.101,75.0,3.051,75.0,3.2,75.0,4.121
D,42.0,Digne,47,47,Aston Villa,78.0,4.014,78.0,3.032,78.0,3.888,78.0,2.297,78.0,2.944,78.0,2.845,78.0,4.946,78.0,3.111,78.0,4.792,78.0,3.549,78.0,2.859,78.0,4.082
D,5.0,Gabriel,48,48,Arsenal,75.0,4.788,75.0,2.834,75.0,4.343,75.0,4.092,75.0,2.749,75.0,3.062,75.0,2.509,75.0,3.999,75.0,3.462,75.0,3.918,75.0,3.685,75.0,2.881
M,447.0,Gibbs-White,57,57,Nott'm Forest,84.0,3.519,84.0,3.365,84.0,3.658,84.0,3.541,84.0,3.687,84.0,3.471,84.0,3.928,84.0,3.18,84.0,3.522,84.0,3.293,84.0,3.344,84.0,3.683
M,267.0,Andreas,54,54,Fulham,70.0,3.265,70.0,3.798,70.0,3.15,70.0,3.827,70.0,3.623,70.0,3.127,70.0,3.896,70.0,3.615,70.0,3.247,70.0,3.2,70.0,3.678,70.0,3.71
G,569.0,Sá,50,50,Wolves,89.0,3.456,89.0,3.59,89.0,3.008,89.0,4.371,89.0,4.2,89.0,3.564,89.0,3.27,89.0,2.992,89.0,3.817,89.0,3.067,89.0,3.644,89.0,3.097
D,522.0,Aguerd,45,45,West Ham,85.0,4.168,85.0,3.818,85.0,3.671,85.0,3.002,85.0,3.353,85.0,3.988,85.0,3.408,85.0,2.424,85.0,2.989,85.0,3.862,85.0,4.216,85.0,3.051
G,597.0,Onana,48,48,Man Utd,89.0,4.454,89.0,3.393,89.0,2.767,89.0,3.258,89.0,4.185,89.0,2.771,89.0,3.414,89.0,3.294,89.0,3.572,89.0,3.457,89.0,3.553,89.0,3.803
M,122.0,Adingra,50,50,Brighton,67.0,3.848,67.0,3.541,67.0,3.155,67.0,3.31,67.0,3.74,67.0,3.092,67.0,3.457,67.0,3.343,67.0,3.476,67.0,3.667,67.0,3.657,67.0,3.529
F,326.0,Morris,54,54,Luton,75.0,3.512,75.0,3.634,75.0,3.347,75.0,3.482,75.0,3.307,75.0,3.682,75.0,3.269,75.0,3.777,75.0,3.423,75.0,3.706,75.0,3.365,75.0,3.22
D,611.0,Disasi,50,50,Chelsea,79.0,2.255,79.0,2.447,79.0,2.996,79.0,3.168,79.0,3.467,79.0,4.918,79.0,3.7,79.0,3.905,79.0,4.0,79.0,4.001,79.0,2.45,79.0,4.359
D,387.0,Maguire,42,42,Man Utd,75.0,4.655,75.0,3.354,75.0,2.451,75.0,3.056,75.0,4.396,75.0,2.458,75.0,3.408,75.0,3.088,75.0,3.683,75.0,3.34,75.0,3.596,75.0,3.814
M,106.0,Jensen,54,54,Brentford,75.0,3.414,75.0,3.6,75.0,4.261,75.0,3.461,75.0,4.118,75.0,3.563,0.0,0.0,75.0,4.034,75.0,3.858,75.0,4.089,75.0,3.514,75.0,3.327
D,497.0,Emerson Royal,44,44,Spurs,65.0,3.695,65.0,3.246,65.0,2.386,65.0,3.889,65.0,2.953,65.0,3.738,65.0,3.909,65.0,2.957,65.0,4.283,65.0,3.238,65.0,3.31,65.0,3.556
M,402.0,Almirón,63,63,Newcastle,68.0,3.537,68.0,3.244,68.0,3.418,68.0,3.365,68.0,3.196,68.0,3.561,68.0,3.675,68.0,3.732,68.0,3.084,68.0,3.017,68.0,3.172,68.0,3.898
M,540.0,Rice,54,54,Arsenal,85.0,3.868,85.0,3.065,85.0,3.681,85.0,3.74,85.0,3.052,85.0,3.153,85.0,3.0,85.0,3.557,85.0,3.472,85.0,3.597,85.0,3.551,85.0,3.115
D,401.0,Wan-Bissaka,44,44,Man Utd,70.0,4.576,70.0,3.279,70.0,2.407,70.0,3.042,70.0,4.335,70.0,2.448,70.0,3.298,70.0,3.084,70.0,3.578,70.0,3.32,70.0,3.678,70.0,3.728
D,48.0,Konsa,45,45,Aston Villa,84.0,3.828,84.0,2.932,84.0,3.682,84.0,2.226,84.0,2.842,84.0,2.739,84.0,4.746,84.0,3.01,84.0,4.593,84.0,3.363,84.0,2.757,84.0,3.879
M,450.0,Johnson,58,58,Spurs,70.0,3.44,70.0,3.34,70.0,3.004,70.0,3.558,70.0,3.195,70.0,3.463,70.0,3.587,70.0,3.179,70.0,3.608,70.0,3.327,70.0,3.356,70.0,3.477
G,482.0,Foderingham,45,45,Sheffield Utd,89.0,2.953,89.0,4.076,89.0,3.756,89.0,3.151,89.0,3.321,89.0,2.937,89.0,2.924,89.0,4.351,89.0,2.613,89.0,3.807,89.0,3.358,89.0,3.198
M,50.0,McGinn,55,55,Aston Villa,78.0,3.527,78.0,3.09,78.0,3.5,78.0,2.932,78.0,3.215,78.0,3.064,78.0,3.78,78.0,3.226,78.0,3.747,78.0,3.286,78.0,3.102,78.0,3.569
M,86.0,Tavernier,54,54,Bournemouth,72.0,3.069,72.0,3.601,72.0,3.107,72.0,3.3,72.0,3.105,72.0,3.747,72.0,3.388,72.0,3.41,72.0,3.091,72.0,3.076,72.0,3.289,72.0,3.533
F,590.0,Cunha,55,55,Wolves,73.0,3.192,73.0,3.379,73.0,3.142,73.0,3.613,73.0,3.586,73.0,3.433,73.0,3.18,73.0,3.185,73.0,3.389,73.0,3.127,73.0,3.293,73.0,3.128
M,202.0,Gallagher,54,54,Chelsea,77.0,2.912,77.0,2.948,77.0,3.107,77.0,3.16,77.0,3.308,77.0,3.732,77.0,3.433,77.0,3.448,77.0,3.498,77.0,3.482,77.0,2.955,77.0,3.592
F,617.0,Højlund,71,71,Man Utd,76.0,3.499,76.0,3.322,76.0,3.023,76.0,3.194,76.0,3.447,76.0,3.026,76.0,3.326,76.0,3.273,76.0,3.418,76.0,3.256,76.0,3.402,76.0,3.362
D,606.0,Igor,43,43,Brighton,72.0,4.368,72.0,3.283,72.0,2.34,72.0,2.992,72.0,4.218,72.0,2.193,72.0,3.008,72.0,3.22,72.0,3.052,72.0,3.845,72.0,3.505,72.0,3.405
D,217.0,Thiago Silva,50,50,Chelsea,88.0,2.111,88.0,2.299,88.0,2.855,88.0,2.942,88.0,3.294,88.0,4.719,88.0,3.487,88.0,3.68,88.0,3.787,88.0,3.777,88.0,2.303,88.0,4.153
M,280.0,Palhinha,50,50,Fulham,85.0,2.988,85.0,3.493,85.0,2.941,85.0,3.574,85.0,3.413,85.0,2.838,85.0,3.653,85.0,3.449,85.0,3.176,85.0,3.057,85.0,3.28,85.0,3.525
D,496.0,Dier,42,42,Spurs,80.0,3.523,80.0,3.146,80.0,2.034,80.0,3.745,80.0,2.787,80.0,3.584,80.0,3.882,80.0,2.738,80.0,4.306,80.0,2.994,80.0,3.224,80.0,3.384
M,601.0,Danjuma,54,54,Everton,65.0,3.353,65.0,3.334,65.0,3.341,65.0,3.146,65.0,3.192,65.0,3.398,65.0,3.221,65.0,3.062,65.0,3.343,65.0,3.255,65.0,3.369,65.0,3.286
D,228.0,Guéhi,46,46,Crystal Palace,85.0,3.85,85.0,4.012,85.0,3.465,85.0,4.467,85.0,2.722,85.0,2.01,85.0,2.978,85.0,2.709,85.0,3.163,85.0,2.549,85.0,4.695,85.0,2.615
D,302.0,Konaté,49,49,Liverpool,78.0,3.353,78.0,1.987,78.0,4.076,78.0,4.013,78.0,3.351,78.0,3.733,78.0,2.889,78.0,3.852,78.0,2.754,78.0,3.711,78.0,3.012,78.0,2.487
M,700.0,Ansu Fati,65,65,Brighton,50.0,4.19,50.0,3.426,50.0,2.592,50.0,2.683,50.0,4.076,50.0,2.503,50.0,3.084,50.0,2.843,50.0,3.088,50.0,3.429,50.0,4.137,50.0,3.102
G,596.0,Trafford,45,45,Burnley,89.0,2.653,89.0,3.586,89.0,4.122,89.0,3.344,89.0,2.775,89.0,3.537,89.0,3.221,89.0,2.895,89.0,2.746,89.0,4.192,89.0,2.413,89.0,3.609
M,199.0,Enzo,48,48,Chelsea,85.0,2.851,85.0,2.895,85.0,3.061,85.0,3.092,85.0,3.225,85.0,3.665,85.0,3.343,85.0,3.353,85.0,3.409,85.0,3.387,85.0,2.901,85.0,3.512
D,96.0,Collins,45,45,Brentford,82.0,2.561,82.0,3.024,82.0,4.905,82.0,2.782,82.0,4.081,82.0,3.225,0.0,0.0,82.0,4.374,82.0,3.525,82.0,4.51,82.0,3.063,82.0,2.364
G,101.0,Flekken,45,45,Brentford,89.0,2.798,89.0,3.138,89.0,4.605,89.0,2.954,89.0,3.893,89.0,3.296,0.0,0.0,89.0,4.141,89.0,3.415,89.0,4.214,89.0,3.17,89.0,2.711
G,614.0,Kaminski,45,45,Luton,89.0,3.004,89.0,3.588,89.0,2.952,89.0,3.052,89.0,2.764,89.0,3.432,89.0,3.032,89.0,3.702,89.0,3.097,89.0,3.623,89.0,3.102,89.0,2.733
M,261.0,Onana,48,48,Everton,77.0,3.248,77.0,3.245,77.0,3.337,77.0,2.902,77.0,3.047,77.0,3.418,77.0,3.085,77.0,2.799,77.0,3.326,77.0,3.165,77.0,3.276,77.0,3.191
G,710.0,Odysseas,45,45,Nott'm Forest,85.0,3.166,85.0,2.889,85.0,3.487,85.0,3.204,85.0,3.324,85.0,3.202,85.0,3.811,85.0,2.623,85.0,3.265,85.0,2.781,85.0,2.931,85.0,3.343
M,110.0,Nørgaard,55,55,Brentford,77.0,3.01,77.0,3.161,77.0,3.956,77.0,3.152,77.0,3.785,77.0,3.368,0.0,0.0,77.0,3.837,77.0,3.548,77.0,3.876,77.0,3.284,77.0,2.968
D,342.0,Aké,50,50,Man City,63.0,2.793,63.0,2.983,63.0,3.528,63.0,2.865,63.0,3.896,63.0,3.892,0.0,0.0,63.0,3.463,63.0,4.583,63.0,2.603,63.0,4.346,63.0,2.915
F,132.0,Ferguson,60,60,Brighton,55.0,3.954,55.0,3.159,55.0,2.761,55.0,2.79,55.0,3.769,55.0,2.722,55.0,2.731,55.0,2.917,55.0,2.768,55.0,3.189,55.0,3.914,55.0,2.74
F,293.0,Darwin,75,75,Liverpool,62.0,2.867,62.0,2.628,62.0,3.137,62.0,4.074,62.0,3.058,62.0,2.961,62.0,2.814,62.0,3.989,62.0,2.75,62.0,3.488,62.0,2.816,62.0,2.796
M,259.0,McNeil,54,54,Everton,75.0,3.14,75.0,3.162,75.0,3.281,75.0,2.937,75.0,3.029,75.0,3.37,75.0,3.001,75.0,2.816,75.0,3.279,75.0,3.077,75.0,3.163,75.0,3.11
M,63.0,Billing,52,52,Bournemouth,75.0,2.886,75.0,3.375,75.0,2.932,75.0,3.085,75.0,2.961,75.0,3.526,75.0,3.189,75.0,3.199,75.0,2.899,75.0,2.892,75.0,3.076,75.0,3.338
M,372.0,Antony,68,68,Man Utd,70.0,3.501,70.0,3.101,70.0,2.81,70.0,2.931,70.0,3.364,70.0,2.842,70.0,3.106,70.0,2.992,70.0,3.209,70.0,2.994,70.0,3.197,70.0,3.199
D,495.0,Davies,43,43,Spurs,70.0,3.472,70.0,2.946,70.0,1.881,70.0,3.465,70.0,2.547,70.0,3.554,70.0,3.599,70.0,2.516,70.0,4.182,70.0,2.82,70.0,3.012,70.0,3.157
D,281.0,Ream,45,45,Fulham,77.0,2.328,77.0,3.725,77.0,2.108,77.0,3.882,77.0,3.503,77.0,2.081,77.0,4.108,77.0,3.39,77.0,2.576,77.0,2.356,77.0,3.461,77.0,3.587
D,260.0,Mykolenko,43,43,Everton,75.0,3.229,75.0,3.351,75.0,3.485,75.0,2.477,75.0,2.919,75.0,3.807,75.0,2.853,75.0,2.134,75.0,3.414,75.0,2.912,75.0,3.297,75.0,3.207
