,Pos,ID,Name,BV,SV,Team,15_xMins,15_Pts,16_xMins,16_Pts,17_xMins,17_Pts,18_xMins,18_Pts,19_xMins,19_Pts,20_xMins,20_Pts,21_xMins,21_Pts,22_xMins,22_Pts,23_xMins,23_Pts,24_xMins,24_Pts,25_xMins,25_Pts,26_xMins,26_Pts
306,D,305.0,Matip,49,49,Liverpool,10.0,0.488,10.0,0.429,10.0,0.416,10.0,0.398,10.0,0.481,10.0,0.398,10.0,0.469,10.0,0.398,10.0,0.387,10.0,0.484,10.0,0.396,10.0,0.503
307,M,613.0,Ugochukwu,44,44,Chelsea,10.0,0.406,10.0,0.429,10.0,0.498,10.0,0.46,10.0,0.433,10.0,0.469,10.0,0.437,10.0,0.381,10.0,0.465,10.0,0.427,10.0,0.372,10.0,0.409
308,D,45.0,Hause,40,40,Aston Villa,8.0,0.362,8.0,0.368,8.0,0.365,8.0,0.546,8.0,0.374,8.0,0.449,8.0,0.399,8.0,0.367,8.0,0.525,8.0,0.385,8.0,0.404,8.0,0.44
309,M,554.0,Guedes,54,54,Wolves,7.0,0.473,7.0,0.456,7.0,0.392,7.0,0.359,7.0,0.36,7.0,0.398,7.0,0.364,7.0,0.378,7.0,0.351,7.0,0.367,7.0,0.363,7.0,0.595
310,D,530.0,Cresswell,42,42,West Ham,8.0,0.361,8.0,0.395,8.0,0.449,8.0,0.367,8.0,0.34,8.0,0.365,8.0,0.485,8.0,0.472,8.0,0.359,8.0,0.348,8.0,0.44,8.0,0.36
311,M,16.0,Pépé,49,49,Arsenal,3.0,0.499,3.0,0.326,3.0,0.337,3.0,0.307,3.0,0.356,3.0,0.36,3.0,0.353,3.0,0.398,3.0,0.319,3.0,0.35,3.0,0.399,3.0,0.315
312,M,630.0,Barkley,49,49,Luton,5.0,0.32,5.0,0.309,5.0,0.372,5.0,0.317,5.0,0.458,5.0,0.321,5.0,0.376,5.0,0.335,5.0,0.296,5.0,0.486,5.0,0.339,5.0,0.3
313,M,81.0,Rothwell,48,48,Bournemouth,7.0,0.321,7.0,0.308,7.0,0.388,7.0,0.353,7.0,0.333,7.0,0.303,7.0,0.295,7.0,0.326,7.0,0.36,7.0,0.332,7.0,0.285,7.0,0.286
314,M,364.0,Phillips,48,48,Man City,5.0,0.259,5.0,0.356,5.0,0.297,0.0,0.0,5.0,0.288,5.0,0.59,5.0,0.248,5.0,0.339,5.0,0.262,5.0,0.297,5.0,0.263,5.0,0.327
315,M,21.0,Sambi,49,49,Luton,5.0,0.287,5.0,0.279,5.0,0.306,5.0,0.284,5.0,0.309,5.0,0.288,5.0,0.303,5.0,0.275,5.0,0.264,5.0,0.34,5.0,0.281,5.0,0.267
316,D,699.0,Lenglet,45,45,Aston Villa,5.0,0.247,5.0,0.254,5.0,0.254,5.0,0.357,5.0,0.263,5.0,0.335,5.0,0.284,5.0,0.253,5.0,0.336,5.0,0.274,5.0,0.291,5.0,0.326
317,D,366.0,Sergio Gómez,39,39,Man City,3.0,0.221,3.0,0.451,3.0,0.258,0.0,0.0,3.0,0.255,3.0,0.659,3.0,0.201,3.0,0.351,3.0,0.223,3.0,0.266,3.0,0.219,3.0,0.336
318,D,90.0,Ajer,45,45,Brentford,6.0,0.263,6.0,0.372,6.0,0.266,0.0,0.0,6.0,0.346,6.0,0.459,6.0,0.346,6.0,0.262,6.0,0.24,6.0,0.338,6.0,0.253,6.0,0.29
319,D,676.0,Mavropanos,45,45,West Ham,4.0,0.244,4.0,0.275,4.0,0.309,4.0,0.254,4.0,0.228,4.0,0.25,4.0,0.414,4.0,0.326,4.0,0.246,4.0,0.236,4.0,0.3,4.0,0.245
320,D,537.0,Kehrer,43,43,West Ham,5.0,0.231,5.0,0.262,5.0,0.298,5.0,0.241,5.0,0.213,5.0,0.236,5.0,0.301,5.0,0.315,5.0,0.233,5.0,0.221,5.0,0.289,5.0,0.231
321,D,37.0,Chambers,39,39,Aston Villa,4.0,0.2,4.0,0.207,4.0,0.209,4.0,0.323,4.0,0.215,4.0,0.295,4.0,0.241,4.0,0.208,4.0,0.305,4.0,0.226,4.0,0.247,4.0,0.281
322,M,574.0,Traoré,44,44,Wolves,5.0,0.29,5.0,0.282,5.0,0.247,5.0,0.218,5.0,0.219,5.0,0.253,5.0,0.223,5.0,0.236,5.0,0.21,5.0,0.227,5.0,0.223,5.0,0.314
323,M,62.0,Anthony,49,49,Bournemouth,3.0,0.219,3.0,0.204,3.0,0.371,3.0,0.249,3.0,0.23,3.0,0.201,3.0,0.194,3.0,0.223,3.0,0.256,3.0,0.229,3.0,0.186,3.0,0.171
324,F,127.0,Connolly,45,45,Brighton,3.0,0.175,3.0,0.23,3.0,0.161,3.0,0.185,3.0,0.179,3.0,0.189,3.0,0.22,3.0,0.33,3.0,0.193,3.0,0.171,3.0,0.344,3.0,0.194
325,G,28.0,Turner,41,41,Nott'm Forest,5.0,0.208,5.0,0.209,5.0,0.206,5.0,0.238,5.0,0.192,5.0,0.211,5.0,0.197,5.0,0.2,5.0,0.216,5.0,0.2,5.0,0.21,5.0,0.197
326,M,3.0,Elneny,44,44,Arsenal,3.0,0.201,3.0,0.132,3.0,0.145,3.0,0.123,3.0,0.167,3.0,0.166,3.0,0.162,3.0,0.191,3.0,0.134,3.0,0.161,3.0,0.208,3.0,0.135
327,G,17.0,Ramsdale,47,47,Arsenal,3.0,0.152,3.0,0.128,3.0,0.14,3.0,0.124,3.0,0.143,3.0,0.143,3.0,0.141,3.0,0.143,3.0,0.136,3.0,0.137,3.0,0.165,3.0,0.137
328,M,442.0,Danilo,53,53,Nott'm Forest,2.0,0.132,2.0,0.18,2.0,0.112,2.0,0.211,2.0,0.09,2.0,0.115,2.0,0.101,2.0,0.099,2.0,0.189,2.0,0.098,2.0,0.134,2.0,0.101
329,F,538.0,Mubama,43,43,West Ham,1.0,0.098,1.0,0.116,1.0,0.117,1.0,0.103,1.0,0.051,1.0,0.103,1.0,0.282,1.0,0.231,1.0,0.095,1.0,0.059,1.0,0.108,1.0,0.101
330,D,23.0,Tavares,40,40,Nott'm Forest,1.0,0.115,1.0,0.142,1.0,0.091,1.0,0.179,1.0,0.068,1.0,0.089,1.0,0.08,1.0,0.075,1.0,0.157,1.0,0.076,1.0,0.113,1.0,0.08
331,D,577.0,Ogbonna,43,43,West Ham,1.0,0.044,1.0,0.074,1.0,0.109,1.0,0.052,1.0,0.025,1.0,0.049,1.0,0.115,1.0,0.126,1.0,0.044,1.0,0.033,1.0,0.1,1.0,0.044
332,G,361.0,Ortega,39,39,Man City,1.0,0.05,1.0,0.075,1.0,0.064,0.0,0.0,1.0,0.055,1.0,0.149,1.0,0.047,1.0,0.085,1.0,0.056,1.0,0.061,1.0,0.058,1.0,0.074
333,G,53.0,Olsen,40,40,Aston Villa,1.0,0.045,1.0,0.054,1.0,0.051,1.0,0.1,1.0,0.056,1.0,0.082,1.0,0.048,1.0,0.054,1.0,0.082,1.0,0.063,1.0,0.06,1.0,0.068
334,G,533.0,Fabianski,42,42,West Ham,1.0,0.049,1.0,0.059,1.0,0.067,1.0,0.062,1.0,0.045,1.0,0.058,1.0,0.073,1.0,0.089,1.0,0.054,1.0,0.053,1.0,0.059,1.0,0.057
335,G,284.0,Rodák,39,39,Fulham,1.0,0.065,1.0,0.06,1.0,0.043,1.0,0.071,1.0,0.066,1.0,0.052,1.0,0.043,1.0,0.053,1.0,0.071,1.0,0.088,1.0,0.056,1.0,0.053
336,G,227.0,Guaita,44,44,Crystal Palace,1.0,0.089,1.0,0.052,1.0,0.036,1.0,0.058,1.0,0.044,1.0,0.057,1.0,0.045,1.0,0.091,1.0,0.051,1.0,0.052,1.0,0.047,1.0,0.073
337,G,498.0,Forster,39,39,Spurs,1.0,0.061,1.0,0.052,1.0,0.059,1.0,0.055,1.0,0.05,1.0,0.089,1.0,0.054,1.0,0.057,1.0,0.047,1.0,0.058,1.0,0.067,1.0,0.044
338,G,116.0,Strakosha,39,39,Brentford,1.0,0.052,1.0,0.082,1.0,0.059,0.0,0.0,1.0,0.069,1.0,0.081,1.0,0.068,1.0,0.051,1.0,0.045,1.0,0.062,1.0,0.054,1.0,0.055
339,M,276.0,Lukic,44,44,Fulham,1.0,0.083,1.0,0.061,1.0,0.0,1.0,0.09,1.0,0.088,1.0,0.001,1.0,0.0,1.0,0.061,1.0,0.09,1.0,0.11,1.0,0.031,1.0,0.028
340,M,376.0,Casemiro,54,54,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
341,F,649.0,Cannon,45,45,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
342,G,448.0,Hennessey,40,40,Nott'm Forest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
343,M,624.0,Dobbin,45,45,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
344,D,312.0,Van den Berg,40,40,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
345,M,650.0,Onyango,45,45,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
346,D,622.0,Dodgson,40,40,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
347,D,201.0,W.Fofana,44,44,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
348,G,670.0,Marschall,40,40,Aston Villa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
349,M,71.0,Kilkenny,44,44,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
350,D,588.0,Young,44,44,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
351,D,726.0,Chambers,40,40,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
352,D,407.0,Burn,45,45,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
353,D,68.0,Fredericks,43,43,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
354,G,411.0,Gillespie,39,39,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
355,G,646.0,Hein,40,40,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
356,D,69.0,Hill,40,40,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
357,G,347.0,Carson,39,39,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
358,D,697.0,S.Bueno,45,45,Wolves,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
359,G,289.0,Adrián,40,40,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360,M,219.0,Ahamada,43,43,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
361,D,136.0,Karbownik,40,40,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
362,D,626.0,Quansah,40,40,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
363,D,711.0,Omobamidele,45,45,Nott'm Forest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
364,G,546.0,Bentley,39,39,Wolves,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
365,F,149.0,Undav,55,55,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
366,F,500.0,Kane,125,125,Spurs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
367,G,80.0,Randolph,40,40,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
368,G,665.0,Krul,44,44,Luton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
369,M,317.0,Berry,47,47,Luton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
370,G,636.0,G.Shelvey,40,40,Nott'm Forest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
371,M,744.0,Peart-Harris,45,45,Brentford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
372,D,674.0,Delcroix,40,40,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
373,M,261.0,Onana,48,48,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
374,F,237.0,Plange,45,45,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
375,G,77.0,Neto,45,45,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
376,M,690.0,Baleba,45,45,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
377,G,384.0,Heaton,40,40,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
378,D,545.0,Aït-Nouri,45,45,Wolves,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
379,M,559.0,João Gomes,49,49,Wolves,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
380,M,224.0,Ebiowei,45,45,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
381,M,694.0,Massengo,50,50,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
382,F,433.0,Wilson,78,78,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
383,F,207.0,Lukaku,68,68,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
384,F,340.0,Woodrow,44,44,Luton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
385,G,647.0,Anang,40,40,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
386,D,179.0,Thomas,40,40,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
387,D,671.0,Humphreys,40,40,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
388,F,677.0,Deivid,45,45,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
389,M,681.0,Diego Moreira,45,45,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
390,M,349.0,De Bruyne,102,102,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
391,F,658.0,Gordon,45,45,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
392,M,322.0,Freeman,49,49,Luton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
393,G,408.0,Darlow,40,40,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
394,M,727.0,Townsend,50,50,Luton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
395,D,653.0,Seriki,40,40,Sheffield Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
396,M,186.0,Andrey Santos,43,43,Nott'm Forest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
397,D,507.0,Perišić,47,47,Spurs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
398,M,621.0,Hinshelwood,45,45,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
399,M,721.0,Ozoh,45,45,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400,F,704.0,Fraser,45,45,Wolves,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
401,M,164.0,Costelloe,45,45,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
402,F,483.0,Jebbison,48,48,Sheffield Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
403,F,200.0,D.D.Fofana,50,50,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
404,M,388.0,Mainoo,44,44,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
405,G,686.0,Zych,40,40,Aston Villa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
406,D,380.0,Álvaro Fernández,40,40,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
407,M,683.0,Harris,45,45,Fulham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
408,M,429.0,Tonali,52,52,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
409,M,652.0,Dibley-Dias,45,45,Fulham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
410,M,667.0,Lavia,49,49,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
411,F,212.0,Nkunku,73,73,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
412,D,736.0,Walters,40,40,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
413,M,292.0,Bajcetic,47,47,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
414,M,615.0,Matheus França,49,49,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
415,M,128.0,Dahoud,48,48,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
416,D,241.0,Tomkins,40,40,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
417,F,154.0,Welbeck,57,57,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
418,M,156.0,Agyei,43,43,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
419,M,463.0,Shelvey,48,48,Nott'm Forest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
420,M,158.0,Bastien,49,49,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
