Pos,ID,Name,BV,SV,Team,5_xMins,5_Pts,6_xMins,6_Pts,7_xMins,7_Pts,8_xMins,8_Pts,9_xMins,9_Pts,10_xMins,10_Pts,11_xMins,11_Pts,12_xMins,12_Pts,13_xMins,13_Pts,14_xMins,14_Pts,15_xMins,15_Pts,16_xMins,16_Pts
M,540.0,Rice,54,54,Arsenal,85.0,3.55,85.0,3.557,85.0,3.594,85.0,3.024,85.0,3.409,85.0,3.937,85.0,3.064,85.0,3.931,85.0,3.323,85.0,3.806,85.0,3.724,85.0,3.396
M,509.0,Richarlison,68,68,Spurs,77.0,4.022,77.0,3.103,77.0,3.23,77.0,3.881,77.0,3.805,77.0,3.439,77.0,3.535,77.0,3.8,77.0,3.516,77.0,2.999,77.0,3.711,77.0,3.199
D,439.0,Boly,45,45,Nott'm Forest,78.0,4.552,78.0,2.202,78.0,3.378,78.0,3.263,78.0,4.989,78.0,2.545,78.0,3.567,78.0,3.415,78.0,2.977,78.0,4.102,78.0,3.525,78.0,3.711
M,450.0,Johnson,59,59,Spurs,77.0,3.931,77.0,3.227,77.0,3.342,77.0,3.792,77.0,3.732,77.0,3.409,77.0,3.503,77.0,3.727,77.0,3.483,77.0,3.092,77.0,3.638,77.0,3.319
G,230.0,Johnstone,45,45,Crystal Palace,75.0,3.117,75.0,3.905,75.0,3.031,75.0,4.002,75.0,2.755,75.0,3.567,75.0,3.73,75.0,3.897,75.0,3.755,75.0,3.348,75.0,3.929,75.0,3.012
M,605.0,Koleosho,50,50,Burnley,60.0,3.298,60.0,2.869,60.0,7.162,60.0,2.942,60.0,2.896,60.0,3.298,60.0,2.941,60.0,2.768,60.0,3.021,60.0,4.429,60.0,3.31,60.0,2.78
M,429.0,Tonali,55,55,Newcastle,79.0,3.368,79.0,3.639,79.0,3.884,79.0,3.397,79.0,3.44,79.0,3.557,79.0,3.198,79.0,3.54,79.0,3.447,79.0,3.336,79.0,3.497,79.0,3.367
M,259.0,McNeil,54,54,Everton,75.0,3.303,75.0,3.359,75.0,3.996,75.0,3.738,75.0,3.243,75.0,3.457,75.0,3.329,75.0,3.403,75.0,3.412,75.0,3.637,75.0,3.265,75.0,3.484
M,270.0,De Cordova-Reid,55,55,Fulham,75.0,4.544,75.0,3.181,75.0,3.261,75.0,4.518,75.0,3.203,75.0,3.029,75.0,3.187,75.0,3.157,75.0,3.535,75.0,3.025,75.0,3.547,75.0,3.343
G,597.0,Onana,50,50,Man Utd,89.0,3.043,89.0,3.728,89.0,3.43,89.0,3.323,89.0,3.733,89.0,2.571,89.0,3.489,89.0,4.516,89.0,3.47,89.0,2.661,89.0,3.444,89.0,3.977
M,30.0,Xhaka,60,60,Arsenal,79.0,3.481,79.0,3.507,79.0,3.551,79.0,2.988,79.0,3.241,79.0,3.877,79.0,3.048,79.0,3.871,79.0,3.186,79.0,3.748,79.0,3.658,79.0,3.217
M,630.0,Barkley,50,50,Luton,67.0,3.294,67.0,3.461,67.0,6.828,67.0,3.25,67.0,3.391,67.0,3.108,67.0,2.929,67.0,3.003,67.0,3.159,67.0,3.101,67.0,2.914,67.0,2.782
M,664.0,Ward-Prowse,61,61,West Ham,80.0,2.962,80.0,3.039,80.0,3.87,80.0,3.112,80.0,3.276,80.0,3.72,80.0,3.257,80.0,3.803,80.0,3.714,80.0,3.405,80.0,3.418,80.0,3.56
D,42.0,Digne,45,45,Aston Villa,78.0,3.471,78.0,3.034,78.0,2.845,78.0,3.723,78.0,3.711,78.0,4.778,78.0,3.739,78.0,3.961,78.0,3.267,78.0,3.69,78.0,2.089,78.0,2.678
M,288.0,Wilson,54,54,Fulham,74.0,3.809,74.0,3.26,74.0,3.339,74.0,3.783,74.0,3.311,74.0,3.084,74.0,3.264,74.0,3.232,74.0,3.606,74.0,3.088,74.0,3.616,74.0,3.45
D,281.0,Ream,45,45,Fulham,80.0,4.514,80.0,3.038,80.0,3.384,80.0,4.384,80.0,3.171,80.0,2.42,80.0,3.018,80.0,2.959,80.0,4.013,80.0,2.285,80.0,4.07,80.0,3.575
G,596.0,Trafford,45,45,Burnley,89.0,3.318,89.0,2.941,89.0,6.195,89.0,3.195,89.0,2.877,89.0,3.304,89.0,3.181,89.0,2.523,89.0,3.376,89.0,4.034,89.0,3.311,89.0,2.573
M,525.0,Benrahma,59,59,West Ham,65.0,3.006,65.0,3.14,65.0,3.928,65.0,3.14,65.0,3.26,65.0,3.624,65.0,3.24,65.0,3.72,65.0,3.643,65.0,3.311,65.0,3.32,65.0,3.44
G,482.0,Foderingham,45,45,Sheffield Utd,89.0,3.314,89.0,3.079,89.0,3.338,89.0,3.552,89.0,3.289,89.0,2.852,89.0,4.023,89.0,2.899,89.0,4.016,89.0,3.817,89.0,3.097,89.0,3.351
M,539.0,Paquetá,60,60,West Ham,86.0,2.96,86.0,3.03,86.0,3.867,86.0,3.085,86.0,3.207,86.0,3.666,86.0,3.18,86.0,3.789,86.0,3.682,86.0,3.338,86.0,3.336,86.0,3.472
G,614.0,Kaminski,45,45,Luton,89.0,3.249,89.0,3.674,89.0,7.186,89.0,3.334,89.0,3.265,89.0,2.846,89.0,2.752,89.0,2.729,89.0,3.137,89.0,2.854,89.0,2.782,89.0,2.449
D,377.0,Dalot,49,49,Man Utd,72.0,2.881,72.0,3.717,72.0,3.362,72.0,3.208,72.0,3.722,72.0,2.231,72.0,3.305,72.0,4.539,72.0,3.39,72.0,2.451,72.0,3.369,72.0,3.98
F,390.0,Martial,65,65,Man Utd,65.0,3.001,65.0,3.9,65.0,3.111,65.0,3.108,65.0,3.974,65.0,2.94,65.0,3.312,65.0,3.969,65.0,3.318,65.0,2.993,65.0,3.119,65.0,3.286
D,197.0,Colwill,45,45,Chelsea,84.0,3.831,84.0,3.566,84.0,3.64,84.0,4.111,84.0,3.006,84.0,3.459,84.0,3.447,84.0,2.41,84.0,2.654,84.0,3.168,84.0,3.001,84.0,3.734
D,584.0,Pau,45,45,Aston Villa,78.0,3.386,78.0,2.959,78.0,2.911,78.0,3.538,78.0,3.572,78.0,4.587,78.0,3.554,78.0,3.825,78.0,3.165,78.0,3.528,78.0,2.169,78.0,2.752
D,341.0,Akanji,51,51,Man City,65.0,3.31,65.0,4.14,65.0,3.544,65.0,2.498,65.0,2.935,65.0,2.803,65.0,4.141,65.0,3.042,65.0,2.87,65.0,3.826,65.0,2.99,65.0,3.758
F,468.0,Wood,50,50,Nott'm Forest,25.0,3.973,25.0,3.154,25.0,3.16,25.0,3.183,25.0,4.04,25.0,3.115,25.0,3.173,25.0,3.252,25.0,3.099,25.0,3.19,25.0,3.193,25.0,3.313
D,522.0,Aguerd,45,45,West Ham,80.0,2.221,80.0,2.409,80.0,4.504,80.0,2.735,80.0,2.979,80.0,3.996,80.0,2.875,80.0,4.173,80.0,3.869,80.0,3.412,80.0,3.248,80.0,3.417
M,382.0,Garnacho,49,49,Man Utd,60.0,2.891,60.0,3.947,60.0,3.065,60.0,3.049,60.0,4.034,60.0,2.786,60.0,3.234,60.0,4.12,60.0,3.25,60.0,2.846,60.0,3.072,60.0,3.262
G,77.0,Neto,45,45,Bournemouth,89.0,3.496,89.0,2.831,89.0,2.895,89.0,3.473,89.0,3.958,89.0,4.264,89.0,2.383,89.0,2.836,89.0,3.772,89.0,3.486,89.0,3.247,89.0,2.877
F,297.0,Gakpo,73,73,Liverpool,68.0,3.407,68.0,3.299,68.0,3.22,68.0,3.031,68.0,3.347,68.0,3.417,68.0,3.476,68.0,3.209,68.0,2.984,68.0,3.341,68.0,3.476,68.0,3.197
G,145.0,Sánchez,45,45,Chelsea,89.0,3.56,89.0,3.439,89.0,3.539,89.0,3.793,89.0,3.053,89.0,3.402,89.0,3.334,89.0,2.735,89.0,2.76,89.0,3.186,89.0,3.033,89.0,3.519
M,416.0,Joelinton,59,59,Newcastle,75.0,3.169,75.0,3.541,75.0,3.686,75.0,3.186,75.0,3.234,75.0,3.36,75.0,3.009,75.0,3.345,75.0,3.239,75.0,3.137,75.0,3.264,75.0,3.129
D,342.0,Aké,51,51,Man City,63.0,3.244,63.0,3.987,63.0,3.459,63.0,2.494,63.0,2.883,63.0,2.779,63.0,3.99,63.0,3.004,63.0,2.828,63.0,3.702,63.0,2.958,63.0,3.724
D,5.0,Gabriel,48,48,Arsenal,65.0,3.219,65.0,3.411,65.0,3.284,65.0,2.182,65.0,2.842,65.0,4.346,65.0,2.383,65.0,4.25,65.0,2.705,65.0,3.812,65.0,3.685,65.0,2.8
