Pos,ID,Name,BV,SV,Team,9_xMins,9_Pts,10_xMins,10_Pts,11_xMins,11_Pts,12_xMins,12_Pts,13_xMins,13_Pts,14_xMins,14_Pts,15_xMins,15_Pts,16_xMins,16_Pts,17_xMins,17_Pts,18_xMins,18_Pts,19_xMins,19_Pts,20_xMins,20_Pts
D,129.0,Dunk,50,50,Brighton,84.0,1.768,84.0,3.712,84.0,3.271,84.0,4.694,84.0,3.484,84.0,2.457,84.0,3.3,84.0,4.486,84.0,2.239,84.0,3.057,84.0,3.328,84.0,3.09
M,303.0,Luis Díaz,75,75,Liverpool,62.0,3.356,62.0,3.517,62.0,3.489,62.0,3.142,62.0,2.775,62.0,3.375,62.0,3.509,62.0,3.16,62.0,3.168,62.0,2.943,62.0,3.4,62.0,2.919
M,513.0,Sarr,46,46,Spurs,72.0,3.386,72.0,3.204,72.0,3.11,72.0,3.387,72.0,3.189,72.0,2.774,72.0,3.286,72.0,2.969,72.0,3.416,72.0,3.336,72.0,2.954,72.0,3.549
M,601.0,Danjuma,55,55,Everton,65.0,3.079,65.0,3.259,65.0,3.166,65.0,3.224,65.0,3.279,65.0,3.303,65.0,3.121,65.0,3.204,65.0,3.309,65.0,3.188,65.0,3.034,65.0,3.257
G,596.0,Trafford,45,45,Burnley,89.0,2.866,89.0,3.378,89.0,3.364,89.0,2.597,89.0,3.381,89.0,4.167,89.0,3.28,89.0,2.747,89.0,3.513,89.0,3.22,89.0,2.87,89.0,2.84
G,28.0,Turner,41,41,Nott'm Forest,75.0,4.13,75.0,2.601,75.0,3.018,75.0,3.035,75.0,2.866,75.0,3.405,75.0,3.135,75.0,3.202,75.0,3.143,75.0,3.71,75.0,2.601,75.0,3.139
D,439.0,Boly,45,45,Nott'm Forest,78.0,4.521,78.0,2.22,78.0,2.948,78.0,2.978,78.0,2.693,78.0,3.532,78.0,3.218,78.0,3.379,78.0,3.043,78.0,4.046,78.0,2.204,78.0,3.161
M,50.0,McGinn,55,55,Aston Villa,78.0,3.143,78.0,3.495,78.0,3.232,78.0,3.259,78.0,2.874,78.0,3.216,78.0,2.75,78.0,2.933,78.0,2.895,78.0,3.511,78.0,2.957,78.0,3.468
D,103.0,Henry,44,44,Brentford,79.0,4.443,79.0,2.676,79.0,3.603,79.0,2.402,79.0,2.752,79.0,4.657,79.0,2.645,79.0,3.828,79.0,3.229,0.0,0.0,79.0,4.104,79.0,3.199
M,202.0,Gallagher,54,54,Chelsea,77.0,2.972,77.0,3.111,77.0,2.967,77.0,2.824,77.0,2.849,77.0,3.006,77.0,3.01,77.0,3.197,77.0,3.584,77.0,3.289,77.0,3.235,77.0,3.345
D,281.0,Ream,45,45,Fulham,72.0,2.763,72.0,2.403,72.0,3.209,72.0,2.692,72.0,3.893,72.0,2.267,72.0,3.99,72.0,3.41,72.0,2.227,72.0,4.236,72.0,3.54,72.0,2.617
D,575.0,Lockyer,43,43,Luton,85.0,3.64,85.0,2.805,85.0,2.618,85.0,2.954,85.0,3.687,85.0,2.934,85.0,2.639,85.0,2.272,85.0,3.652,85.0,2.611,85.0,4.064,85.0,3.098
D,688.0,Castagne,45,45,Fulham,74.0,2.629,74.0,2.345,74.0,3.183,74.0,2.651,74.0,3.897,74.0,2.258,74.0,3.959,74.0,3.388,74.0,2.161,74.0,4.227,74.0,3.54,74.0,2.657
D,419.0,Lascelles,39,39,Newcastle,65.0,3.385,65.0,3.156,65.0,2.549,65.0,3.198,65.0,2.715,65.0,3.12,65.0,3.024,65.0,2.612,65.0,3.501,65.0,3.41,65.0,3.941,65.0,2.261
M,259.0,McNeil,54,54,Everton,75.0,2.866,75.0,3.101,75.0,3.014,75.0,3.073,75.0,3.131,75.0,3.28,75.0,2.913,75.0,3.01,75.0,3.353,75.0,2.978,75.0,2.79,75.0,3.265
G,614.0,Kaminski,45,45,Luton,89.0,3.317,89.0,2.843,89.0,2.919,89.0,2.863,89.0,3.454,89.0,2.884,89.0,2.941,89.0,2.666,89.0,3.358,89.0,2.936,89.0,3.596,89.0,2.968
