Pos,ID,Name,BV,SV,Team,11_xMins,11_Pts,12_xMins,12_Pts,13_xMins,13_Pts,14_xMins,14_Pts,15_xMins,15_Pts,16_xMins,16_Pts
M,26.0,Trossard,65,65,Arsenal,55.0,3.219,55.0,4.983,55.0,3.354,55.0,4.23,55.0,4.771,55.0,3.331
M,43.0,Douglas Luiz,56,56,Aston Villa,85.0,4.219,85.0,4.246,85.0,3.503,85.0,4.654,85.0,3.445,85.0,3.804
D,369.0,Walker,53,53,Man City,76.0,5.328,76.0,3.317,76.0,3.343,76.0,3.915,76.0,3.196,76.0,4.511
F,246.0,Calvert-Lewin,58,58,Everton,80.0,3.675,80.0,4.108,80.0,4.006,80.0,4.279,80.0,3.507,80.0,3.896
D,377.0,Dalot,49,49,Man Utd,84.0,3.787,84.0,5.036,84.0,3.641,84.0,2.7,84.0,3.538,84.0,4.718
D,368.0,Stones,53,53,Man City,73.0,5.18,73.0,3.297,73.0,3.373,73.0,3.933,73.0,3.184,73.0,4.379
D,129.0,Dunk,50,50,Brighton,84.0,3.548,84.0,4.955,84.0,3.798,84.0,2.86,84.0,3.388,84.0,4.768
D,112.0,Pinnock,45,45,Brentford,85.0,4.233,85.0,2.788,85.0,3.337,85.0,5.375,85.0,2.978,85.0,4.46
G,230.0,Johnstone,46,46,Crystal Palace,85.0,4.009,85.0,3.925,85.0,4.071,85.0,3.633,85.0,4.433,85.0,3.087
M,249.0,A.Doucouré,55,55,Everton,85.0,3.656,85.0,3.964,85.0,3.967,85.0,4.061,85.0,3.572,85.0,3.881
D,407.0,Burn,47,47,Newcastle,84.0,3.336,84.0,4.244,84.0,3.923,84.0,4.234,84.0,4.004,84.0,3.352
G,352.0,Ederson,55,55,Man City,89.0,5.093,89.0,3.312,89.0,3.336,89.0,3.872,89.0,3.192,89.0,4.265
M,392.0,McTominay,48,48,Man Utd,65.0,3.738,65.0,4.894,65.0,3.669,65.0,3.245,65.0,3.458,65.0,4.017
D,228.0,Guéhi,46,46,Crystal Palace,85.0,4.037,85.0,3.922,85.0,4.088,85.0,3.479,85.0,4.521,85.0,2.775
G,569.0,Sá,50,50,Wolves,89.0,4.053,89.0,3.326,89.0,3.601,89.0,3.017,89.0,4.412,89.0,4.204
D,508.0,Reguilón,44,44,Man Utd,78.0,3.595,78.0,4.847,78.0,3.62,78.0,2.603,78.0,3.393,78.0,4.538
M,106.0,Jensen,55,55,Brentford,75.0,3.874,75.0,3.384,75.0,3.569,75.0,4.251,75.0,3.424,75.0,4.094
G,424.0,Pope,55,55,Newcastle,89.0,3.474,89.0,4.003,89.0,3.817,89.0,4.073,89.0,3.822,89.0,3.35
M,501.0,Kulusevski,70,70,Spurs,78.0,3.763,78.0,4.115,78.0,3.715,78.0,3.276,78.0,4.087,78.0,3.541
D,350.0,Dias,55,55,Man City,72.0,5.006,72.0,3.157,72.0,3.218,72.0,3.784,72.0,3.033,72.0,4.285
G,152.0,Verbruggen,44,44,Brighton,70.0,3.399,70.0,4.52,70.0,3.619,70.0,3.033,70.0,3.365,70.0,4.351
M,270.0,De Cordova-Reid,55,55,Fulham,75.0,3.728,75.0,3.434,75.0,3.97,75.0,3.265,75.0,4.009,75.0,3.858
G,524.0,Areola,43,43,West Ham,89.0,3.216,89.0,4.279,89.0,3.963,89.0,3.874,89.0,3.231,89.0,3.662
D,584.0,Pau,45,45,Aston Villa,84.0,4.251,84.0,4.457,84.0,3.218,84.0,4.257,84.0,2.619,84.0,3.368
D,497.0,Emerson Royal,44,44,Spurs,65.0,3.785,65.0,4.267,65.0,3.629,65.0,2.813,65.0,4.266,65.0,3.403
D,511.0,Romero,49,49,Spurs,84.0,3.924,84.0,4.224,84.0,3.723,84.0,2.569,84.0,4.403,84.0,3.292
D,20.0,Saliba,52,52,Arsenal,88.0,2.507,88.0,5.087,88.0,2.847,88.0,4.608,88.0,4.208,88.0,2.792
M,542.0,Soucek,49,49,West Ham,70.0,3.426,70.0,3.885,70.0,3.813,70.0,3.753,70.0,3.428,70.0,3.685
D,36.0,Cash,52,52,Aston Villa,78.0,4.229,78.0,4.392,78.0,3.155,78.0,4.235,78.0,2.551,78.0,3.314
D,5.0,Gabriel,48,48,Arsenal,80.0,2.473,80.0,5.03,80.0,2.84,80.0,4.558,80.0,4.159,80.0,2.752
M,402.0,Almirón,63,63,Newcastle,71.0,3.473,71.0,3.838,71.0,3.617,71.0,3.72,71.0,3.663,71.0,3.464
D,427.0,Schär,52,52,Newcastle,85.0,3.32,85.0,4.03,85.0,3.661,85.0,4.03,85.0,3.671,85.0,3.028
F,590.0,Cunha,55,55,Wolves,73.0,3.802,73.0,3.397,73.0,3.578,73.0,3.327,73.0,3.786,73.0,3.788
M,509.0,Richarlison,67,67,Spurs,72.0,3.641,72.0,3.85,72.0,3.558,72.0,3.243,72.0,3.928,72.0,3.451
F,326.0,Morris,54,54,Luton,75.0,3.555,75.0,3.627,75.0,3.819,75.0,3.501,75.0,3.614,75.0,3.457
D,302.0,Konaté,49,49,Liverpool,78.0,4.111,78.0,3.423,78.0,2.044,78.0,4.265,78.0,4.147,78.0,3.494
D,31.0,Zinchenko,49,49,Arsenal,68.0,2.544,68.0,4.805,68.0,2.873,68.0,4.361,68.0,4.096,68.0,2.787
G,597.0,Onana,48,48,Man Utd,89.0,3.399,89.0,4.467,89.0,3.388,89.0,2.635,89.0,3.373,89.0,4.131
G,101.0,Flekken,45,45,Brentford,89.0,3.842,89.0,2.791,89.0,3.146,89.0,4.772,89.0,2.924,89.0,3.879
M,406.0,Bruno Guimarães,58,58,Newcastle,85.0,3.306,85.0,3.806,85.0,3.559,85.0,3.665,85.0,3.645,85.0,3.369
D,528.0,Coufal,46,46,West Ham,77.0,2.763,77.0,4.343,77.0,3.987,77.0,3.824,77.0,2.797,77.0,3.497
M,447.0,Gibbs-White,57,57,Nott'm Forest,84.0,3.364,84.0,3.492,84.0,3.363,84.0,3.688,84.0,3.54,84.0,3.676
G,49.0,Martínez,49,49,Aston Villa,89.0,3.925,89.0,4.117,89.0,3.113,89.0,3.914,89.0,2.701,89.0,3.319
G,482.0,Foderingham,45,45,Sheffield Utd,89.0,3.878,89.0,2.945,89.0,4.041,89.0,3.747,89.0,3.137,89.0,3.318
D,506.0,Pedro Porro,52,52,Spurs,76.0,3.671,76.0,4.086,76.0,3.467,76.0,2.35,76.0,4.235,76.0,3.146
D,522.0,Aguerd,45,45,West Ham,85.0,2.828,85.0,4.194,85.0,3.841,85.0,3.696,85.0,2.871,85.0,3.375
F,293.0,Darwin,75,75,Liverpool,62.0,4.076,62.0,3.082,62.0,2.914,62.0,3.338,62.0,4.108,62.0,3.281
G,520.0,Vicario,52,52,Spurs,89.0,3.613,89.0,3.861,89.0,3.484,89.0,2.673,89.0,4.028,89.0,3.137
D,96.0,Collins,45,45,Brentford,82.0,3.828,82.0,2.486,82.0,2.894,82.0,4.92,82.0,2.677,82.0,3.984
M,110.0,Nørgaard,55,55,Brentford,77.0,3.621,77.0,2.98,77.0,3.125,77.0,3.949,77.0,3.025,77.0,3.758
M,267.0,Andreas,54,54,Fulham,70.0,3.297,70.0,3.131,70.0,3.66,70.0,3.11,70.0,3.693,70.0,3.453
D,419.0,Lascelles,40,40,Newcastle,80.0,3.028,80.0,3.748,80.0,3.43,80.0,3.731,80.0,3.509,80.0,2.867
D,234.0,Mitchell,45,45,Crystal Palace,83.0,3.52,83.0,3.579,83.0,3.578,83.0,3.016,83.0,4.024,83.0,2.393
D,342.0,Aké,50,50,Man City,63.0,4.3,63.0,2.907,63.0,2.889,63.0,3.329,63.0,2.779,63.0,3.837
D,387.0,Maguire,42,42,Man Utd,70.0,3.181,70.0,4.332,70.0,3.178,70.0,2.293,70.0,2.999,70.0,4.048
F,617.0,Højlund,71,71,Man Utd,76.0,3.393,76.0,3.521,76.0,3.351,76.0,3.009,76.0,3.277,76.0,3.476
M,678.0,Doku,65,65,Man City,64.0,3.782,64.0,3.097,64.0,3.086,64.0,3.192,64.0,3.096,64.0,3.727
G,596.0,Trafford,45,45,Burnley,89.0,3.431,89.0,2.646,89.0,3.55,89.0,4.192,89.0,3.34,89.0,2.772
M,540.0,Rice,54,54,Arsenal,85.0,2.903,85.0,3.763,85.0,2.972,85.0,3.566,85.0,3.628,85.0,3.024
M,416.0,Joelinton,58,58,Newcastle,75.0,3.168,75.0,3.475,75.0,3.257,75.0,3.347,75.0,3.32,75.0,3.105
D,42.0,Digne,47,47,Aston Villa,78.0,3.824,78.0,4.006,78.0,2.795,78.0,3.837,78.0,2.214,78.0,2.874
M,700.0,Ansu Fati,65,65,Brighton,50.0,3.103,50.0,4.086,50.0,3.319,50.0,2.433,50.0,2.579,50.0,3.988
D,265.0,Tarkowski,44,44,Everton,86.0,2.973,86.0,3.347,86.0,3.523,86.0,3.639,86.0,2.655,86.0,3.25
M,601.0,Danjuma,54,54,Everton,65.0,3.137,65.0,3.296,65.0,3.263,65.0,3.28,65.0,3.081,65.0,3.209
M,221.0,J.Ayew,54,54,Crystal Palace,77.0,3.298,77.0,3.206,77.0,3.282,77.0,3.074,77.0,3.408,77.0,2.827
F,132.0,Ferguson,60,60,Brighton,55.0,2.988,55.0,4.049,55.0,3.249,55.0,2.397,55.0,2.465,55.0,3.893
G,145.0,Sánchez,46,46,Chelsea,89.0,3.161,89.0,2.752,89.0,2.799,89.0,3.329,89.0,3.434,89.0,3.554
D,281.0,Ream,45,45,Fulham,77.0,3.2,77.0,2.414,77.0,3.732,77.0,2.169,77.0,3.983,77.0,3.501
M,50.0,McGinn,55,55,Aston Villa,78.0,3.363,78.0,3.414,78.0,2.92,78.0,3.376,78.0,2.782,78.0,3.093
M,288.0,Wilson,53,53,Fulham,70.0,3.104,70.0,2.919,70.0,3.374,70.0,2.881,70.0,3.402,70.0,3.261
M,372.0,Antony,68,68,Man Utd,70.0,3.119,70.0,3.51,70.0,3.108,70.0,2.804,70.0,2.975,70.0,3.37
D,242.0,Ward,45,45,Crystal Palace,77.0,3.291,77.0,3.38,77.0,3.356,77.0,2.806,77.0,3.785,77.0,2.245
D,48.0,Konsa,45,45,Aston Villa,84.0,3.646,84.0,3.848,84.0,2.72,84.0,3.653,84.0,2.163,84.0,2.797
M,261.0,Onana,48,48,Everton,77.0,2.966,77.0,3.233,77.0,3.229,77.0,3.323,77.0,2.887,77.0,3.161
D,688.0,Castagne,45,45,Fulham,74.0,3.163,74.0,2.399,74.0,3.681,74.0,2.186,74.0,3.914,74.0,3.453
D,222.0,Clyne,44,44,Crystal Palace,72.0,3.255,72.0,3.336,72.0,3.322,72.0,2.806,72.0,3.727,72.0,2.264
M,259.0,McNeil,54,54,Everton,75.0,3.036,75.0,3.128,75.0,3.153,75.0,3.321,75.0,2.93,75.0,3.056
D,260.0,Mykolenko,43,43,Everton,75.0,2.864,75.0,3.229,75.0,3.341,75.0,3.516,75.0,2.568,75.0,3.089
D,563.0,Kilman,45,45,Wolves,83.0,3.48,83.0,2.642,83.0,2.847,83.0,2.002,83.0,3.935,83.0,3.67
G,28.0,Turner,41,41,Nott'm Forest,75.0,2.86,75.0,3.088,75.0,2.834,75.0,3.399,75.0,3.124,75.0,3.243
M,256.0,Iwobi,54,54,Fulham,75.0,3.027,75.0,2.843,75.0,3.315,75.0,2.791,75.0,3.35,75.0,3.186
G,614.0,Kaminski,45,45,Luton,89.0,3.041,89.0,2.994,89.0,3.547,89.0,2.945,89.0,3.047,89.0,2.706
G,263.0,Pickford,44,44,Everton,89.0,2.895,89.0,3.096,89.0,3.264,89.0,3.318,89.0,2.55,89.0,3.123
M,250.0,Garner,49,49,Everton,70.0,2.939,70.0,3.107,70.0,3.063,70.0,3.25,70.0,2.874,70.0,2.995
D,439.0,Boly,45,45,Nott'm Forest,78.0,2.677,78.0,3.045,78.0,2.614,78.0,3.478,78.0,3.106,78.0,3.275
D,197.0,Colwill,46,46,Chelsea,88.0,2.987,88.0,2.417,88.0,2.623,88.0,3.2,88.0,3.286,88.0,3.629
M,202.0,Gallagher,54,54,Chelsea,77.0,2.981,77.0,2.858,77.0,2.895,77.0,3.053,77.0,3.062,77.0,3.233
M,199.0,Enzo,48,48,Chelsea,85.0,2.969,85.0,2.828,85.0,2.873,85.0,3.039,85.0,3.056,85.0,3.185
D,532.0,Emerson,45,45,West Ham,78.0,2.319,78.0,3.733,78.0,3.365,78.0,3.235,78.0,2.357,78.0,2.909
M,63.0,Billing,52,52,Bournemouth,75.0,2.713,75.0,2.872,75.0,3.388,75.0,2.921,75.0,3.061,75.0,2.964
M,280.0,Palhinha,50,50,Fulham,85.0,2.974,85.0,2.744,85.0,3.154,85.0,2.62,85.0,3.242,85.0,3.062
M,86.0,Tavernier,54,54,Bournemouth,72.0,2.697,72.0,2.875,72.0,3.374,72.0,2.904,72.0,3.05,72.0,2.884
D,551.0,Dawson,45,45,Wolves,84.0,3.347,84.0,2.534,84.0,2.713,84.0,1.842,84.0,3.801,84.0,3.535
M,513.0,Sarr,46,46,Spurs,72.0,2.958,72.0,3.174,72.0,2.927,72.0,2.67,72.0,3.146,72.0,2.837
D,386.0,Lindelöf,45,45,Man Utd,68.0,2.783,68.0,3.847,68.0,2.817,68.0,2.02,68.0,2.658,68.0,3.578
D,575.0,Lockyer,43,43,Luton,85.0,2.725,85.0,3.09,85.0,3.857,85.0,2.872,85.0,2.747,85.0,2.381
M,591.0,Willian,53,53,Fulham,65.0,2.889,65.0,2.684,65.0,3.187,65.0,2.622,65.0,3.183,65.0,3.042
M,605.0,Koleosho,50,50,Burnley,65.0,2.924,65.0,2.575,65.0,2.962,65.0,3.316,65.0,3.009,65.0,2.616
D,545.0,Aït-Nouri,45,45,Wolves,76.0,3.257,76.0,2.461,76.0,2.64,76.0,1.813,76.0,3.695,76.0,3.444
D,436.0,Aurier,45,45,Nott'm Forest,77.0,2.491,77.0,2.917,77.0,2.421,77.0,3.323,77.0,2.969,77.0,3.175
D,257.0,Keane,43,43,Everton,80.0,2.679,80.0,2.898,80.0,3.064,80.0,3.197,80.0,2.366,80.0,2.857
D,544.0,Zouma,45,45,West Ham,66.0,2.275,66.0,3.392,66.0,3.128,66.0,2.993,66.0,2.307,66.0,2.763
M,379.0,Eriksen,59,59,Man Utd,63.0,2.802,63.0,3.262,63.0,2.693,63.0,2.424,63.0,2.602,63.0,3.037
D,611.0,Disasi,51,51,Chelsea,79.0,2.765,79.0,2.208,79.0,2.408,79.0,2.975,79.0,3.082,79.0,3.365
D,173.0,O'Shea,44,44,Burnley,82.0,3.031,82.0,1.854,82.0,3.088,82.0,3.983,82.0,2.845,82.0,1.952
D,204.0,Hall,43,43,Newcastle,60.0,2.543,60.0,3.036,60.0,2.788,60.0,2.969,60.0,2.897,60.0,2.517
D,283.0,Robinson,44,44,Fulham,75.0,2.783,75.0,2.082,75.0,3.307,75.0,1.886,75.0,3.503,75.0,3.087
F,82.0,Semenyo,45,45,Bournemouth,60.0,2.57,60.0,2.635,60.0,3.157,60.0,2.692,60.0,2.842,60.0,2.745
M,304.0,Mac Allister,58,58,Liverpool,75.0,2.966,75.0,2.671,75.0,2.347,75.0,2.91,75.0,2.998,75.0,2.724
F,390.0,Martial,64,64,Man Utd,65.0,2.756,65.0,2.871,65.0,2.733,65.0,2.556,65.0,2.628,65.0,2.844
M,105.0,Janelt,54,54,Brentford,74.0,2.78,74.0,2.455,74.0,2.553,74.0,3.104,74.0,2.494,74.0,2.91
M,294.0,Diogo Jota,77,77,Liverpool,55.0,3.333,55.0,2.31,55.0,2.139,55.0,2.559,55.0,3.352,55.0,2.488
F,523.0,Antonio,58,58,West Ham,65.0,2.49,65.0,2.814,65.0,2.841,65.0,2.754,65.0,2.485,65.0,2.752
M,161.0,Brownhill,48,48,Burnley,75.0,2.726,75.0,2.46,75.0,2.744,75.0,2.985,75.0,2.718,75.0,2.471
M,421.0,S.Longstaff,49,49,Newcastle,64.0,2.561,64.0,2.805,64.0,2.656,64.0,2.722,64.0,2.727,64.0,2.564
D,606.0,Igor,43,43,Brighton,62.0,2.456,62.0,3.327,62.0,2.616,62.0,2.027,62.0,2.334,62.0,3.206
M,566.0,Matheus,49,49,Man City,65.0,2.966,65.0,2.511,65.0,2.501,65.0,2.604,65.0,2.483,65.0,2.864
D,247.0,Coleman,44,44,Everton,73.0,2.499,73.0,2.694,73.0,2.863,73.0,2.983,73.0,2.2,73.0,2.668
D,519.0,Udogie,48,48,Spurs,65.0,2.757,65.0,3.134,65.0,2.587,65.0,1.787,65.0,3.223,65.0,2.369
M,66.0,Cook,50,50,Bournemouth,80.0,2.443,80.0,2.601,80.0,2.867,80.0,2.637,80.0,2.682,80.0,2.602
M,525.0,Benrahma,57,57,West Ham,60.0,2.434,60.0,2.852,60.0,2.801,60.0,2.641,60.0,2.419,60.0,2.58
D,572.0,Semedo,45,45,Wolves,75.0,2.969,75.0,2.2,75.0,2.364,75.0,1.561,75.0,3.401,75.0,3.15
D,217.0,Thiago Silva,50,50,Chelsea,88.0,2.563,88.0,2.04,88.0,2.23,88.0,2.806,88.0,2.794,88.0,3.162
D,703.0,Evans,40,40,Man Utd,63.0,2.493,63.0,3.367,63.0,2.421,63.0,1.771,63.0,2.299,63.0,3.152
M,34.0,Bailey,55,55,Aston Villa,48.0,2.763,48.0,2.681,48.0,2.472,48.0,2.803,48.0,2.312,48.0,2.393
M,254.0,Gueye,48,48,Everton,74.0,2.512,74.0,2.591,74.0,2.603,74.0,2.686,74.0,2.446,74.0,2.541
D,262.0,Patterson,44,44,Everton,67.0,2.366,67.0,2.667,67.0,2.768,67.0,2.919,67.0,2.102,67.0,2.534
D,176.0,Roberts,44,44,Burnley,79.0,2.79,79.0,1.622,79.0,2.848,79.0,3.731,79.0,2.613,79.0,1.745
M,133.0,Gilmour,49,49,Brighton,64.0,2.427,64.0,2.827,64.0,2.593,64.0,2.29,64.0,2.341,64.0,2.794
M,488.0,Norwood,48,48,Sheffield Utd,74.0,2.669,74.0,2.363,74.0,2.698,74.0,2.598,74.0,2.436,74.0,2.483
M,210.0,Mudryk,63,63,Chelsea,60.0,2.526,60.0,2.371,60.0,2.431,60.0,2.526,60.0,2.623,60.0,2.74
M,47.0,Kamara,50,50,Aston Villa,84.0,2.651,84.0,2.703,84.0,2.358,84.0,2.659,84.0,2.274,84.0,2.428
M,493.0,Bissouma,50,50,Spurs,79.0,2.532,79.0,2.682,79.0,2.501,79.0,2.236,79.0,2.673,79.0,2.43
M,126.0,Caicedo,47,47,Chelsea,80.0,2.46,80.0,2.382,80.0,2.403,80.0,2.55,80.0,2.537,80.0,2.626
D,576.0,Jack Robinson,44,44,Sheffield Utd,75.0,3.004,75.0,1.745,75.0,3.209,75.0,2.849,75.0,1.887,75.0,2.223
D,178.0,Taylor,39,39,Burnley,79.0,2.707,79.0,1.542,79.0,2.765,79.0,3.646,79.0,2.526,79.0,1.669
D,341.0,Akanji,49,49,Man City,60.0,3.214,60.0,2.144,60.0,2.162,60.0,2.476,60.0,2.075,60.0,2.774
D,245.0,Branthwaite,40,40,Everton,74.0,2.279,74.0,2.526,74.0,2.697,74.0,2.818,74.0,1.979,74.0,2.47
F,562.0,Kalajdžić,49,49,Wolves,10.0,3.192,10.0,2.091,10.0,2.11,10.0,1.963,10.0,3.207,10.0,2.201
M,481.0,Fleck,49,49,Sheffield Utd,67.0,2.566,67.0,2.301,67.0,2.603,67.0,2.521,67.0,2.352,67.0,2.395
D,150.0,Van Hecke,40,40,Brighton,60.0,2.242,60.0,3.052,60.0,2.376,60.0,1.877,60.0,2.135,60.0,2.877
D,151.0,Veltman,44,44,Brighton,60.0,2.24,60.0,2.986,60.0,2.379,60.0,1.871,60.0,2.127,60.0,2.884
M,65.0,Christie,50,50,Bournemouth,64.0,2.216,64.0,2.316,64.0,2.665,64.0,2.333,64.0,2.424,64.0,2.345
F,594.0,Amdouni,54,54,Burnley,64.0,2.385,64.0,2.271,64.0,2.409,64.0,2.561,64.0,2.453,64.0,2.219
F,135.0,João Pedro,53,53,Brighton,55.0,2.252,55.0,2.705,55.0,2.41,55.0,2.079,55.0,2.178,55.0,2.536
M,675.0,Ramsey,50,50,Burnley,62.0,2.352,62.0,2.136,62.0,2.388,62.0,2.571,62.0,2.387,62.0,2.171
M,303.0,Luis Díaz,74,74,Liverpool,50.0,2.521,50.0,2.21,50.0,2.03,50.0,2.364,50.0,2.54,50.0,2.334
D,318.0,Burke,40,40,Luton,77.0,2.211,77.0,2.378,77.0,3.076,77.0,2.167,77.0,2.236,77.0,1.883
D,643.0,Aarons,45,45,Bournemouth,77.0,1.533,77.0,2.069,77.0,3.245,77.0,2.241,77.0,2.519,77.0,2.253
M,570.0,Sarabia,48,48,Wolves,55.0,2.583,55.0,2.084,55.0,2.202,55.0,1.945,55.0,2.495,55.0,2.464
M,52.0,Nakamba,44,44,Luton,84.0,2.279,84.0,2.268,84.0,2.466,84.0,2.218,84.0,2.297,84.0,2.19
D,89.0,Zabarnyi,45,45,Bournemouth,78.0,1.481,78.0,2.022,78.0,3.191,78.0,2.186,78.0,2.466,78.0,2.198
D,604.0,Aina,45,45,Nott'm Forest,69.0,1.944,69.0,2.231,69.0,1.937,69.0,2.695,69.0,2.269,69.0,2.436
M,394.0,Pellistri,44,44,Man Utd,64.0,2.212,64.0,2.443,64.0,2.204,64.0,2.036,64.0,2.145,64.0,2.396
F,297.0,Gakpo,72,72,Liverpool,35.0,2.701,35.0,1.896,35.0,1.817,35.0,2.065,35.0,2.718,35.0,2.053
M,282.0,Reed,47,47,Fulham,64.0,2.152,64.0,2.047,64.0,2.33,64.0,2.012,64.0,2.333,64.0,2.248
M,715.0,Bellegarde,50,50,Wolves,50.0,2.782,50.0,1.836,50.0,1.944,50.0,1.78,50.0,2.689,50.0,2.062
