Infeasible - objective value -432.07839756
      0 squad[318,19]                                    1              -4.0725187
    227 squad[284,24]                                  0.5                       0
    256 squad[377,23]                                    1                       0
    274 squad[191,23]                                    1                       0
    275 squad[191,24]                                    1                       0
    312 squad[358,19]                                    1                       0
    313 squad[358,20]                                    1                       0
**     323 squad[465,24]                                   -6                       0
    341 squad[171,24]                                  0.5                       0
    426 squad[66,19]                                     1                       0
    427 squad[66,20]                                     1            -0.017796467
    428 squad[66,21]                                     1                       0
    429 squad[66,22]                                     1                       0
    430 squad[66,23]                                     1                       0
**     439 squad[311,20]                                    3                       0
    450 squad[345,19]                                    1                       0
    455 squad[345,24]                                  0.5                       0
    476 squad[79,21]                                     1                       0
    477 squad[79,22]                                     1                       0
**     480 squad[443,19]                                  1.5                       0
**     481 squad[443,20]                                  1.5                       0
**     482 squad[443,21]                                  1.5                       0
    485 squad[443,24]                                  0.5                       0
**     504 squad[302,19]                                   -1                       0
**     505 squad[302,20]                                   -1                       0
**     506 squad[302,21]                                   -1                       0
**     507 squad[302,22]                                   -1                       0
**     508 squad[302,23]                                   -1                       0
    544 squad[493,23]                                    1                       0
    576 squad[346,19]                                    1                       0
    577 squad[346,20]                                    1                       0
    693 squad[235,22]                                    1                       0
**     700 squad[484,23]                                    2                       0
    701 squad[484,24]                                    1                       0
**     714 squad[577,19]                                 -7.5                       0
**     715 squad[577,20]                                 -7.5                       0
**     716 squad[577,21]                                 -7.5                       0
**     717 squad[577,22]                                 -7.5                       0
**     718 squad[577,23]                                 -7.5                       0
    742 squad[108,23]                                    1                       0
    743 squad[108,24]                                    1                       0
**     770 squad[319,21]                                    5                       0
**     771 squad[319,22]                                    5                       0
**     772 squad[319,23]                                    5                       0
    825 squad[39,22]                                     1                       0
    827 squad[39,24]                                   0.5                       0
**     854 squad[64,21]                                   1.5                       0
    869 squad[42,24]                                   0.5                       0
**     881 squad[529,24]                                 -2.5                       0
**     896 squad[422,21]                                   -4                       0
**     915 squad[73,22]                                  -2.5                       0
    928 squad[217,23]                                    1                       0
    968 squad[53,21]                                   0.5                       0
    969 squad[53,22]                                   0.5                       0
    970 squad[53,23]                                   0.5                       0
    971 squad[53,24]                                   0.5                       0
**    1052 squad[611,21]                                  2.5                       0
   1109 squad[535,24]                                  0.5                       0
   1163 squad[510,24]                                  0.5                       0
**    1170 squad[33,19]                                     3                       0
**    1171 squad[33,20]                                     3                       0
**    1172 squad[33,21]                                     3                       0
**    1173 squad[33,22]                                     3                       0
**    1183 squad[446,20]                                   -1                       0
**    1230 squad[594,19]                                    2                       0
**    1231 squad[594,20]                                    2                       0
   1235 squad[594,24]                                  0.5                       0
   1247 squad[397,24]                                  0.5                       0
   1259 squad[57,24]                                   0.5                       0
   1295 squad[423,24]                                  0.5                       0
   1332 squad[112,19]                                    1                       0
   1333 squad[112,20]                                    1                       0
   1380 squad[528,19]                                    1                       0
   1381 squad[528,20]                                    1            -0.028590999
   1382 squad[528,21]                                    1                       0
**    1444 squad[454,23]                                 -7.5                       0
   1445 squad[454,24]                                  0.5                       0
**    1537 squad[340,20]                                   -1                       0
   1607 squad[344,24]                                  0.5                       0
   1624 squad[296,23]                                    1                       0
**    1645 squad[458,20]                                   -1                       0
**    1654 squad[109,23]                                 -5.5                       0
   1966 squad[5,23]                                      1                       0
   2034 squad[381,19]                                    1                       0
   2035 squad[381,20]                                    1                       0
   2036 squad[381,21]                                    1            -0.032996406
   2146 squad[508,23]                                    1                       0
   2287 squad[68,20]                                   0.5                       0
   2288 squad[68,21]                                   0.5                       0
   2289 squad[68,22]                                   0.5                       0
**    2435 squad[35,24]                                  -2.5                       0
**    2479 squad[501,20]                                   -3                       0
   2555 squad[48,24]                                   0.5                       0
   2597 squad[556,24]                                  0.5                       0
**    2611 squad[524,20]                                  9.5                       0
**    2902 squad[578,23]                                   -1                       0
**    3049 squad_fh[318,21]                              -0.5                       0
   3068 squad_fh[13,20]                                  1          -3.4525607e-08
**    3069 squad_fh[13,21]                                 -2                       0
**    3072 squad_fh[13,24]                                 -1                       0
**    3077 squad_fh[307,24]                              -0.5                       0
**    3106 squad_fh[19,23]                                 -3                       0
**    3144 squad_fh[10,21]                               -0.5                       0
**    3156 squad_fh[26,23]                                 -3                       0
   3171 squad_fh[3,23]                                   1          -2.3450342e-06
**    3232 squad_fh[356,24]                              -0.5                       0
   3283 squad_fh[533,20]                                 1          -7.1754842e-08
**    3327 squad_fh[238,24]                              -0.5                       0
**    3404 squad_fh[66,21]                                 -1                       0
   3459 squad_fh[258,21]                                 1            -0.077612728
**    3469 squad_fh[302,21]                                -3                       0
**    3514 squad_fh[308,21]                                 2                       0
**    3522 squad_fh[167,24]                              -0.5                       0
**    3542 squad_fh[514,24]                              -0.5                       0
   3583 squad_fh[111,20]                                 1          -3.6968153e-08
**    3584 squad_fh[111,21]                              -0.5                       0
**    3624 squad_fh[235,21]                              -0.5                       0
   3631 squad_fh[484,23]                                 1            -0.030942167
   3648 squad_fh[610,20]                                 1                       0
**    3682 squad_fh[199,24]                               1.5                       0
   3698 squad_fh[370,20]                                 1          -3.5397636e-08
**    3737 squad_fh[39,24]                               -1.5                       0
   3793 squad_fh[422,20]                                 1          -7.8114025e-08
   3841 squad_fh[574,23]                                 1                       0
   3916 squad_fh[589,23]                                 1          -2.3773904e-06
   3928 squad_fh[628,20]                                 1          -6.3650166e-08
   3943 squad_fh[88,20]                                  1          -5.4149157e-08
**    3954 squad_fh[576,21]                              -2.5                       0
   4024 squad_fh[33,21]                                  1             -0.00328108
**    4084 squad_fh[397,21]                              -0.5                       0
   4186 squad_fh[515,23]                                 1          -2.3589828e-06
**    4347 squad_fh[272,24]                              -0.5                       0
**    4357 squad_fh[90,24]                               -0.5                       0
   4453 squad_fh[295,20]                                 1                       0
**    4457 squad_fh[295,24]                              -0.5                       0
   4601 squad_fh[82,23]                                  1          -3.4088766e-08
   4603 squad_fh[337,20]                                 1          -6.3307122e-08
**    4892 squad_fh[489,24]                              -0.5                       0
   4953 squad_fh[68,20]                                  1                       0
**    5031 squad_fh[518,23]                                -1                       0
   5053 squad_fh[176,20]                                 1          -4.0636851e-08
**    5212 squad_fh[556,24]                              -1.5                       0
   5329 squad_fh[596,21]                               0.5                       0
   5408 squad_fh[24,20]                                  1          -3.5540167e-08
   5488 squad_fh[162,20]                                 1           -3.876597e-08
   5521 squad_fh[637,23]                                 1          -3.2352935e-08
   5538 squad_fh[682,20]                                 1          -6.5931155e-08
   5588 lineup[318,20]                                   1              -3.8481342
   5589 lineup[318,21]                                   1              -1.4159864
   5591 lineup[318,23]                                   1              -1.9325763
   5592 lineup[318,24]                                 0.5                       0
   5593 lineup[301,20]                                   1                       0
   5595 lineup[301,22]                                   1             -0.69071465
   5596 lineup[301,23]                                   1             -0.58263955
   5597 lineup[301,24]                                   1             -0.13273797
   5598 lineup[427,20]                                   1              -2.7141957
**    5599 lineup[427,21]                                -0.5                       0
**    5601 lineup[427,23]                                 1.5                       0
   5602 lineup[427,24]                                   1             -0.31819068
   5604 lineup[283,21]                                 0.5                       0
   5605 lineup[283,22]                                   1              -0.2225739
   5609 lineup[13,21]                                  0.5                       0
   5610 lineup[13,22]                                    1             -0.76875552
   5611 lineup[13,23]                                    1             -0.44146717
   5612 lineup[13,24]                                  0.5                       0
   5613 lineup[307,20]                                   1              -1.0218105
   5614 lineup[307,21]                                   1              -0.4745613
   5616 lineup[307,23]                                   1             -0.41394437
   5619 lineup[7,21]                                     1             -0.34079461
   5620 lineup[7,22]                                     1             -0.58501618
   5621 lineup[7,23]                                     1              -1.1843434
   5622 lineup[7,24]                                     1             -0.22693305
   5623 lineup[335,20]                                   1              -2.5317002
   5625 lineup[335,22]                                   1                       0
   5628 lineup[160,20]                                   1              -1.9302987
**    5629 lineup[160,21]                                 1.5                       0
   5632 lineup[160,24]                                   1             -0.13707069
**    5633 lineup[315,20]                                  -1                       0
   5636 lineup[315,23]                                   1                       0
   5638 lineup[428,20]                                   1              -1.2706988
   5639 lineup[428,21]                                   1             -0.40598028
**    5642 lineup[428,24]                                -0.5                       0
**    5644 lineup[19,21]                                 -0.5                       0
   5646 lineup[19,23]                                    1             -0.15756319
   5649 lineup[357,21]                                   1             -0.68830005
   5650 lineup[357,22]                                   1                       0
   5654 lineup[210,21]                                   1             -0.40740011
   5657 lineup[210,24]                                   1                       0
   5658 lineup[609,20]                                   1             -0.52379876
   5663 lineup[333,20]                                   1             -0.41709982
   5675 lineup[16,22]                                    1                       0
   5676 lineup[16,23]                                    1              -1.0871384
   5677 lineup[16,24]                                    1                       0
   5686 lineup[10,23]                                    1             -0.99284226
**    5687 lineup[10,24]                                 -3.5                       0
   5690 lineup[133,22]                                   1                       0
   5692 lineup[133,24]                                   1              -0.0748833
   5696 lineup[26,23]                                    1             -0.94744093
   5697 lineup[26,24]                                    1                       0
   5698 lineup[332,20]                                   1              -1.1290112
   5700 lineup[332,22]                                   1                       0
   5702 lineup[332,24]                                   1            -0.043368878
   5704 lineup[124,21]                                   1           -0.0028547025
   5719 lineup[40,21]                                  0.5                       0
   5724 lineup[285,21]                                   1             -0.22966126
**    5752 lineup[107,24]                                   2                       0
**    5774 lineup[284,21]                                -0.5                       0
   5817 lineup[191,24]                                 0.5                       0
   5847 lineup[342,24]                                   1                       0
   5875 lineup[297,22]                                   1              -0.0405037
   5960 lineup[106,22]                                   1                       0
**    5962 lineup[106,24]                                -0.5                       0
**    5997 lineup[430,24]                                 3.5                       0
   6009 lineup[302,21]                                 0.5                       0
**    6022 lineup[526,24]                                -0.5                       0
**    6051 lineup[313,23]                                -0.5                       0
   6053 lineup[308,20]                                   1                       0
   6119 lineup[457,21]                                   1                       0
   6172 lineup[484,24]                                 0.5                       0
   6188 lineup[610,20]                                   1                       0
   6207 lineup[108,24]                                 0.5                       0
   6227 lineup[516,24]                                   1                       0
   8128 captain[318,20]                                  1             -0.99000258
   8131 captain[318,23]                                  1                       0
   8132 captain[318,24]                                0.5                       0
   8144 captain[283,21]                                  1             -0.46116265
   8145 captain[283,22]                                  1             -0.49745136
   8147 captain[283,24]                                0.5                       0
  10669 vicecap[318,21]                                  1                       0
  10672 vicecap[318,24]                                0.5                       0
  10673 vicecap[301,20]                                  1                       0
  10676 vicecap[301,23]                                  1            -0.057495972
  10677 vicecap[301,24]                                0.5                       0
  10678 vicecap[427,20]                                  1            -0.079002999
  10680 vicecap[427,22]                                  1                       0
**   10703 vicecap[335,20]                                 -1                       0
  13217 bench[318,22,1]                                  1                       0
  13225 bench[318,24,1]                                0.5                       0
  13232 bench[301,21,0]                                  1                       0
**   13253 bench[427,21,1]                                1.5                       0
  13257 bench[427,22,1]                                  1                       0
**   13260 bench[427,23,0]                               -0.5                       0
  13268 bench[283,20,0]                                  1             -0.19229723
  13271 bench[283,20,3]                                  1                       0
  13272 bench[283,21,0]                                0.5                       0
  13273 bench[283,21,1]                                0.5                       0
**   13274 bench[283,21,2]                               -0.5                       0
  13280 bench[283,23,0]                                  1            -0.063245215
  13284 bench[283,24,0]                                0.5                       0
  13285 bench[283,24,1]                                0.5                       0
  13288 bench[13,20,0]                                   1              -0.1539032
  13292 bench[13,21,0]                                 0.5                       0
  13304 bench[13,24,0]                                 0.5                       0
**   13320 bench[307,23,0]                                 -1                       0
  13322 bench[307,23,2]                                  1                       0
  13324 bench[307,24,0]                                  1           -0.0017928566
  13326 bench[307,24,2]                                  1                       0
**   13327 bench[307,24,3]                                 -1                       0
  13328 bench[7,20,0]                                    1             -0.15180415
**   13336 bench[7,22,0]                                   -1                       0
  13337 bench[7,22,1]                                    1                       0
**   13340 bench[7,23,0]                                   -1                       0
  13341 bench[7,23,1]                                    1                       0
**   13348 bench[335,20,0]                                 -1                       0
  13349 bench[335,20,1]                                  1                       0
**   13354 bench[335,21,2]                                  2                       0
  13355 bench[335,21,3]                                  1                       0
  13360 bench[335,23,0]                                  1            -0.076105998
**   13372 bench[160,21,0]                               -0.5                       0
  13380 bench[160,23,0]                                  1            -0.076818344
**   13388 bench[315,20,0]                                  2                       0
  13392 bench[315,21,0]                                  1             -0.10130698
**   13396 bench[315,22,0]                               -0.5                       0
  13416 bench[428,22,0]                                  1                       0
**   13424 bench[428,24,0]                               -0.5                       0
  13427 bench[428,24,3]                                  1          -5.2259797e-05
**   13428 bench[19,20,0]                                   2                       0
  13432 bench[19,21,0]                                   1             -0.10735507
**   13434 bench[19,21,2]                                -0.5                       0
**   13435 bench[19,21,3]                                -0.5                       0
  13436 bench[19,22,0]                                   1            -0.038246415
  13444 bench[19,24,0]                                   1           -0.0097072068
  13448 bench[357,20,0]                                  1             -0.13699546
  13452 bench[357,21,0]                                  1             -0.09198105
**   13453 bench[357,21,1]                                 -1                       0
  13464 bench[357,24,0]                                  1           -0.0094127221
  13468 bench[210,20,0]                                  1             -0.13950316
  13476 bench[210,22,0]                                  1                       0
  13480 bench[210,23,0]                                  1            -0.030528563
  13492 bench[609,21,0]                                  1            -0.089714901
  13496 bench[609,22,0]                                  1            -0.075855332
  13500 bench[609,23,0]                                  1            -0.045837371
  13504 bench[609,24,0]                                  1            -0.057955027
  13512 bench[333,21,0]                                  1            -0.085682933
  13516 bench[333,22,0]                                  1            -0.087850617
  13524 bench[333,24,0]                                  1            -0.060196518
  13540 bench[15,23,0]                                   1                       0
  13548 bench[16,20,0]                                   1             -0.10230293
  13552 bench[16,21,0]                                   1            -0.095008214
  13570 bench[327,20,2]                                  1            -0.002795963
  13587 bench[327,24,3]                                  1          -1.1829109e-05
  13588 bench[10,20,0]                                   1            -0.099603505
  13592 bench[10,21,0]                                   1                       0
  13596 bench[10,22,0]                                   1            -0.088275595
**   13604 bench[10,24,0]                                -3.5                       0
  13616 bench[133,22,0]                                  1                       0
**   13617 bench[133,22,1]                                 -2                       0
  13618 bench[133,22,2]                                  1                       0
  13619 bench[133,22,3]                                  1                       0
  13628 bench[26,20,0]                                   1              -0.0969032
  13632 bench[26,21,0]                                   1            -0.082660159
  13636 bench[26,22,0]                                   1            -0.082698706
  13648 bench[332,20,0]                                  1             -0.20120978
**   13651 bench[332,20,3]                                 -1                       0
  13652 bench[332,21,0]                                  1            -0.065522871
  13660 bench[332,23,0]                                  1                       0
  13668 bench[124,20,0]                                  1             -0.13740284
  13672 bench[124,21,0]                                  1             -0.10206062
**   13674 bench[124,21,2]                                 -1                       0
  13676 bench[124,22,0]                                  1            -0.037399546
  13680 bench[124,23,0]                                  1            -0.048860504
  13684 bench[124,24,0]                                  1           -0.0078142378
  13688 bench[3,20,0]                                    1            -0.099602451
  13692 bench[3,21,0]                                    1            -0.084928009
  13696 bench[3,22,0]                                    1             -0.07684306
  13700 bench[3,23,0]                                    1            -0.068066065
  13704 bench[3,24,0]                                    1            -0.052579095
**   13712 bench[376,21,0]                               -0.5                       0
**   13720 bench[376,23,0]                                 -1                       0
  13728 bench[40,20,0]                                   1                       0
  13732 bench[40,21,0]                                 0.5                       0
  13736 bench[40,22,0]                                   1            -0.087428313
  13740 bench[40,23,0]                                   1            -0.068104782
  13744 bench[40,24,0]                                   1            -0.053773167
  13756 bench[285,22,0]                                  1          -0.00056686129
  13760 bench[285,23,0]                                  1            -0.065260112
  13764 bench[285,24,0]                                  1            -0.049292359
  13768 bench[152,20,0]                                  1                       0
  13771 bench[152,20,3]                                  1          -0.00057542752
**   13792 bench[281,21,0]                                2.5                       0
  13800 bench[281,23,0]                                  1            -0.010140063
  13808 bench[407,20,0]                                  1             -0.12450286
  13812 bench[407,21,0]                                  1             -0.10458303
  13816 bench[407,22,0]                                  1            -0.080865286
  13820 bench[407,23,0]                                  1            -0.071305927
  13824 bench[407,24,0]                                  1            -0.057208526
  13828 bench[369,20,0]                                  1             -0.13680446
  13832 bench[369,21,0]                                  1            -0.052916651
  13836 bench[369,22,0]                                  1             -0.08128827
  13840 bench[369,23,0]                                  1            -0.065082072
  13844 bench[369,24,0]                                  1            -0.051086009
  13848 bench[107,20,0]                                  1             -0.11340259
  13852 bench[107,21,0]                                  1            -0.096519123
  13856 bench[107,22,0]                                  1            -0.088484648
  13860 bench[107,23,0]                                  1            -0.067928682
  13868 bench[104,20,0]                                  1             -0.11280441
  13872 bench[104,21,0]                                  1            -0.097527151
  13876 bench[104,22,0]                                  1            -0.086368358
  13880 bench[104,23,0]                                  1            -0.068993517
  13884 bench[104,24,0]                                  1            -0.059151333
  13908 bench[169,20,0]                                  1                       0
  13912 bench[169,21,0]                                  1            -0.081651154
  13916 bench[169,22,0]                                  1            -0.063085597
  13920 bench[169,23,0]                                  1            -0.052102673
  13924 bench[169,24,0]                                  1            -0.045856744
  13928 bench[356,20,0]                                  1             -0.14130257
  13932 bench[356,21,0]                                  1             -0.09803062
  13936 bench[356,22,0]                                  1            -0.075995392
  13940 bench[356,23,0]                                  1            -0.064904978
  13944 bench[356,24,0]                                  1            -0.049442159
  13948 bench[284,20,0]                                  1                       0
  13952 bench[284,21,0]                                  1            -0.099542692
  13956 bench[284,22,0]                                  1            -0.086791815
  13960 bench[284,23,0]                                  1            -0.084285935
  13968 bench[116,20,0]                                  1             -0.11040328
  13972 bench[116,21,0]                                  1            -0.082659617
  13976 bench[116,22,0]                                  1            -0.087216148
  13980 bench[116,23,0]                                  1            -0.070061392
  13984 bench[116,24,0]                                  1            -0.057207888
  13988 bench[11,20,0]                                   1             -0.12120429
  13992 bench[11,21,0]                                   1             -0.10130763
  13996 bench[11,22,0]                                   1            -0.088273435
  14000 bench[11,23,0]                                   1            -0.081085082
  14004 bench[11,24,0]                                   1             -0.03002461
  14008 bench[6,20,0]                                    1            -0.093902942
  14012 bench[6,21,0]                                    1            -0.079634604
  14016 bench[6,22,0]                                    1            -0.068587112
  14020 bench[6,23,0]                                    1             -0.10046977
  14024 bench[6,24,0]                                    1            -0.046902562
**   14047 bench[81,24,3]                                  -1                       0
  14048 bench[377,20,0]                                  1              -0.1296028
  14052 bench[377,21,0]                                  1            -0.094251054
  14056 bench[377,22,0]                                  1            -0.084674401
  14060 bench[377,23,0]                                  1            -0.047301434
  14064 bench[377,24,0]                                  1            -0.039136047
**   14072 bench[31,21,0]                                -0.5                       0
**   14092 bench[455,21,0]                               -0.5                       0
  14094 bench[455,21,2]                                  1            -0.016761967
  14095 bench[455,21,3]                                0.5                       0
  14108 bench[191,20,0]                                  1             -0.11760296
  14112 bench[191,21,0]                                  1              -0.0919833
  14120 bench[191,23,0]                                  1             -0.06526008
  14124 bench[191,24,0]                                0.5                       0
  14128 bench[593,20,0]                                  1             -0.18600245
  14132 bench[593,21,0]                                  1            -0.065019355
  14136 bench[593,22,0]                                  1            -0.068587178
  14140 bench[593,23,0]                                  1            -0.055124379
  14144 bench[593,24,0]                                  1            -0.046304656
  14148 bench[533,20,0]                                  1             -0.16740295
  14152 bench[533,21,0]                                  1            -0.056451758
  14156 bench[533,22,0]                                  1             -0.08213611
  14160 bench[533,23,0]                                  1            -0.053701505
  14164 bench[533,24,0]                                  1            -0.050187502
  14168 bench[329,20,0]                                  1             -0.16500358
  14172 bench[329,21,0]                                  1            -0.054686901
  14176 bench[329,22,0]                                  1            -0.083193027
  14180 bench[329,23,0]                                  1            -0.052635228
  14184 bench[329,24,0]                                  1             -0.05198054
  14208 bench[366,20,0]                                  1             -0.13590268
**   14212 bench[366,21,0]                               -0.5                       0
  14216 bench[366,22,0]                                  1            -0.086368728
  14220 bench[366,23,0]                                  1            -0.071482716
  14224 bench[366,24,0]                                  1            -0.040033101
  14228 bench[342,20,0]                                  1             -0.12840331
  14232 bench[342,21,0]                                  1            -0.061994705
  14240 bench[342,23,0]                                  1            -0.059569821
  14248 bench[358,20,0]                                  1             -0.12540448
  14252 bench[358,21,0]                                  1            -0.090723408
  14256 bench[358,22,0]                                  1            -0.081710572
  14260 bench[358,23,0]                                  1            -0.067037554
  14264 bench[358,24,0]                                  1             -0.03749288
  14268 bench[465,20,0]                                  1             -0.11340247
**   14272 bench[465,21,0]                               -0.5                       0
  14276 bench[465,22,0]                                  1            -0.069433798
  14280 bench[465,23,0]                                  1            -0.065259978
**   14284 bench[465,24,0]                               -6.5                       0
  14307 bench[478,24,3]                                  1          -0.00063490084
  14328 bench[171,20,0]                                  1             -0.19337983
  14332 bench[171,21,0]                                  1             -0.07635871
  14336 bench[171,22,0]                                  1            -0.055040794
  14340 bench[171,23,0]                                  1            -0.047656359
  14348 bench[297,20,0]                                  1            -0.065704497
  14352 bench[297,21,0]                                  1            -0.092740096
  14360 bench[297,23,0]                                  1            -0.066860952
  14364 bench[297,24,0]                                  1            -0.049590948
  14388 bench[433,20,0]                                  1             -0.16230451
  14392 bench[433,21,0]                                  1            -0.079887669
  14396 bench[433,22,0]                                  1            -0.056310219
  14400 bench[433,23,0]                                  1            -0.053881169
  14404 bench[433,24,0]                                  1            -0.044661829
  14408 bench[225,20,0]                                  1             -0.11730243
  14412 bench[225,21,0]                                  1            -0.096772454
  14416 bench[225,22,0]                                  1            -0.082981424
  14420 bench[225,23,0]                                  1            -0.051745653
  14424 bench[225,24,0]                                  1            -0.039881451
  14440 bench[2,23,0]                                    1           -0.0048053191
