"ID","Name","Pos","Team","Price","xPts 3","xMin 3","xPts 4","xMin 4","xPts 5","xMin 5","xPts 6","xMin 6","xPts 7","xMin 7","xPts GW3-38"
"80","Toney","FWD","BRE","7.1","4.13","80.40","4.67","80.40","3.65","80.40","5.07","80.40","4.34","80.40","143.32"
"432","Ben T Davies","DEF","TOT","5","4.10","83.89","3.60","83.02","2.61","71.07","2.67","54.93","1.27","54.93","83.69"
"293","Diaz","MID","LIV","8","4.10","79.26","5.26","74.28","4.22","74.28","4.22","71.66","4.41","69.04","137.90"
"430","Dier","DEF","TOT","5","4.05","85.43","3.56","84.55","2.92","82.58","3.57","76.36","1.65","76.36","108.37"
"147","E Mendy","GK","CHE","5","3.96","86.76","3.91","86.76","4.03","86.76","3.93","86.76","4.08","86.76","137.79"
"31","E Martinez","GK","AVL","5","3.95","87.81","3.82","87.81","3.14","87.81","2.49","87.81","3.57","87.81","132.15"
"457","Cresswell","DEF","WHU","5","3.95","83.67","3.16","82.14","2.94","77.21","2.50","77.21","3.62","77.21","117.99"
"307","Ederson","GK","MCI","5.5","3.93","86.76","4.42","86.76","4.62","86.76","3.91","86.76","3.57","86.76","144.36"
"81","Raya","GK","BRE","4.5","3.91","86.76","4.24","86.76","3.79","86.76","4.06","86.76","3.93","86.76","127.60"
"199","Tarkowski","DEF","EVE","4.5","3.91","84.55","3.01","84.55","2.87","84.55","2.15","84.55","2.25","84.55","102.86"
"446","Kulusevski","MID","TOT","8.2","3.88","62.60","3.80","62.60","3.33","62.60","4.14","62.60","2.49","62.60","127.57"
"398","D Henderson","GK","NFO","4.5","3.79","87.81","2.69","87.81","1.58","87.81","4.23","87.81","3.63","87.81","117.47"
"448","Perisic","DEF","TOT","5.4","3.79","56.93","3.44","56.93","2.93","56.93","3.87","56.93","1.92","56.93","116.04"
"19","Martinelli","MID","ARS","6.3","3.79","58.36","3.82","53.50","3.48","53.50","2.98","53.50","3.75","53.50","118.39"
"16","Gabriel","DEF","ARS","5","3.77","78.50","4.11","78.50","3.74","78.50","2.73","78.50","4.07","78.50","121.76"
"145","Havertz","FWD","CHE","7.9","3.74","64.33","3.85","64.33","3.59","62.27","3.41","60.07","3.08","54.93","106.22"
"165","Andersen","DEF","CRY","4.5","3.73","83.67","1.88","83.67","3.96","83.67","3.16","83.67","3.32","83.67","121.80"
"195","Gordon","MID","EVE","5.5","3.72","69.55","3.06","69.55","3.32","69.55","2.57","69.55","2.64","69.55","98.90"
"284","Robertson","DEF","LIV","7","3.71","78.24","5.42","78.24","4.69","78.24","4.48","78.24","5.11","78.24","158.91"
"407","Ward-Prowse","MID","SOU","6.5","3.70","83.89","3.90","83.89","3.43","83.89","3.71","83.89","4.31","83.89","136.31"
"314","Foden","MID","MCI","8","3.66","64.33","4.35","64.33","4.69","58.36","3.93","64.33","3.89","64.33","151.28"
"458","Antonio","FWD","WHU","7.4","3.66","70.36","3.34","68.64","3.30","66.93","2.69","63.50","3.12","59.21","101.80"
"7","Odegaard","MID","ARS","6.5","3.65","71.66","3.93","71.66","3.59","71.66","3.11","71.66","3.87","71.66","122.66"
"189","D Gray","MID","EVE","5.5","3.65","66.07","3.07","66.07","3.31","66.07","2.66","66.07","2.68","66.07","97.82"
"152","Guaita","GK","CRY","4.5","3.64","81.42","1.97","81.42","3.83","81.42","3.37","81.42","3.26","81.42","124.44"
"281","Alisson","GK","LIV","5.5","3.62","87.43","4.87","87.43","4.40","87.43","4.47","87.43","4.70","87.43","150.24"
"111","Trossard","MID","BHA","6.5","3.58","73.40","4.79","73.40","3.99","73.40","4.30","73.40","4.16","73.40","138.16"
"463","Coufal","DEF","WHU","4.5","3.56","80.40","2.68","72.07","2.04","53.79","1.75","53.79","2.50","53.79","83.32"
"455","Fabianski","GK","WHU","5","3.55","81.42","3.19","81.42","2.77","81.42","2.55","81.42","3.54","81.42","118.49"
"312","Dias","DEF","MCI","6","3.55","73.12","4.23","73.12","3.87","64.21","3.30","67.50","3.24","67.50","125.94"
"468","Soucek","MID","WHU","5.5","3.54","78.65","3.27","78.65","3.26","78.65","2.82","78.65","3.49","78.65","126.00"
"113","R Sanchez","GK","BHA","4.5","3.52","87.81","4.20","87.81","4.06","87.81","3.87","87.81","4.30","87.81","134.07"
"112","Cucurella","DEF","CHE","5","3.52","76.50","3.76","73.79","3.47","71.96","3.54","68.26","3.45","68.26","120.92"
"461","Zouma","DEF","WHU","4.5","3.52","84.55","2.83","83.02","2.51","76.83","1.89","67.50","2.81","67.50","91.64"
"259","Tielemans","MID","LEI","6.5","3.52","71.00","2.30","66.36","2.83","66.36","2.57","66.36","2.92","66.36","99.94"
"33","Digne","DEF","AVL","4.9","3.50","81.02","3.74","81.02","2.71","81.02","2.57","81.02","3.06","81.02","123.03"
"186","Iwobi","MID","EVE","5.5","3.50","73.02","2.80","68.64","2.97","67.79","2.10","56.83","2.01","52.07","66.01"
"40","Watkins","FWD","AVL","7.4","3.50","75.15","3.96","73.02","3.17","73.02","2.93","73.02","3.73","73.02","133.39"
"262","Iheanacho","FWD","LEI","6.4","3.50","44.64","2.28","44.64","2.94","44.64","2.57","44.64","2.99","44.64","102.24"
"333","Fernandes","MID","MUN","9.9","3.49","70.36","4.82","70.36","4.36","70.36","4.24","70.36","4.13","70.36","161.60"
"527","Lingard","MID","NFO","6","3.48","69.55","2.53","53.50","2.00","53.50","3.32","53.50","2.96","53.50","98.02"
"167","Guehi","DEF","CRY","4.5","3.47","83.67","1.67","83.67","3.66","83.67","2.96","83.67","3.03","83.67","112.67"
"280","van Dijk","DEF","LIV","6.5","3.45","85.43","5.07","85.43","4.38","83.89","4.24","85.43","4.75","83.89","146.69"
"299","Walker","DEF","MCI","5.1","3.43","75.17","4.05","75.17","4.10","73.12","3.34","73.12","3.23","73.12","126.30"
"520","Koulibaly","DEF","CHE","5.5","3.43","84.55","3.73","83.02","3.51","82.58","3.77","82.58","3.68","82.58","127.76"
"192","Holgate","DEF","EVE","4.5","3.43","78.50","2.46","74.21","2.28","72.07","1.67","72.07","1.76","72.07","74.24"
"130","Jorginho","MID","CHE","6","3.42","81.02","3.48","79.52","3.34","78.65","3.31","76.50","3.18","75.50","62.83"
"128","T Silva","DEF","CHE","5.5","3.41","81.71","3.65","79.57","3.35","76.61","3.41","72.64","3.34","72.64","116.75"
"313","Zinchenko","DEF","ARS","5.2","3.38","65.02","3.66","65.02","3.34","65.02","2.49","65.02","3.63","65.02","109.30"
"194","Mykolenko","DEF","EVE","4.5","3.38","73.79","2.52","71.00","2.43","71.00","1.79","71.00","1.90","71.00","88.93"
"103","Welbeck","FWD","BHA","6.5","3.37","69.04","4.53","69.04","3.76","69.04","4.03","69.04","3.89","69.04","129.60"
"204","Kebano","MID","FUL","5.5","3.32","69.04","2.35","59.12","2.73","59.12","2.27","57.38","2.34","55.64","83.27"
"78","Jansson","DEF","BRE","4.5","3.31","85.43","3.94","85.43","3.23","85.43","3.57","83.89","3.12","83.89","100.69"
"394","Brennan Johnson","FWD","NFO","5.9","3.31","78.65","3.03","76.50","2.33","70.36","3.52","70.36","3.22","70.36","107.19"
"311","B Silva","MID","MCI","6.8","3.30","70.36","3.87","70.36","4.08","63.50","3.50","70.36","3.48","70.36","134.04"
"258","Castagne","DEF","LEI","4.5","3.29","73.89","2.06","73.89","2.66","73.89","2.64","73.89","3.07","73.89","98.96"
"170","Mitchell","DEF","CRY","4.5","3.28","78.65","1.63","78.65","3.46","78.65","2.83","78.65","2.87","78.65","102.32"
"127","Azpilicueta","DEF","CHE","5","3.27","68.50","3.27","62.43","2.65","53.21","1.98","38.50","1.94","38.50","71.03"
"268","Justin","DEF","LEI","4.5","3.26","70.36","2.02","70.36","2.64","70.36","2.59","70.36","3.03","70.36","97.51"
"30","Ings","FWD","AVL","7","3.26","66.07","3.54","61.79","2.87","61.79","2.66","61.79","3.33","61.79","120.04"
"272","Fofana","DEF","LEI","4.5","3.24","82.14","1.89","81.71","2.45","78.50","2.43","78.50","2.88","78.50","91.66"
"209","Adarabioyo","DEF","FUL","4.5","3.21","76.36","2.05","76.36","3.10","76.36","1.84","76.36","2.54","76.36","96.01"
"526","Mee","DEF","BRE","4.5","3.20","82.79","3.70","80.64","2.82","74.74","2.99","70.55","2.57","69.02","75.15"
"225","Rodrigo","MID","LEE","6.1","3.19","68.68","2.48","50.64","3.27","50.64","2.74","50.64","3.42","50.64","98.63"
"197","Patterson","DEF","EVE","4","3.17","70.36","2.47","70.36","2.38","70.36","1.74","70.36","1.87","70.36","86.18"
"340","Sancho","MID","MUN","7.3","3.15","73.40","4.16","73.40","3.67","69.91","3.47","68.68","3.32","66.07","124.93"
"249","Evans","DEF","LEI","4.5","3.14","76.36","1.75","72.07","2.34","72.07","2.32","72.07","2.74","72.07","87.49"
"169","Eze","MID","CRY","5.5","3.14","66.41","2.18","64.33","3.18","62.27","2.53","60.07","2.80","58.36","99.97"
"217","Robinson","DEF","FUL","4.5","3.13","75.50","1.97","75.50","3.01","75.50","1.77","75.50","2.40","75.50","93.51"
"335","Rashford","MID","MUN","6.3","3.13","69.04","4.05","66.41","3.47","61.17","3.13","56.64","2.89","52.52","107.27"
"534","McNeil","MID","EVE","5.5","3.13","65.21","2.65","65.21","2.83","65.21","2.29","65.21","2.34","65.21","85.33"
"39","Mings","DEF","AVL","4.4","3.12","83.89","3.27","83.89","2.34","83.89","2.14","83.89","2.66","83.89","107.38"
"104","Gross","MID","BHA","5.6","3.12","66.07","3.07","49.21","2.14","39.50","3.13","55.31","3.03","55.31","101.77"
"486","P Neto","MID","WOL","5.5","3.11","79.26","3.37","69.91","3.48","66.07","3.87","64.33","2.40","64.33","113.68"
"469","Fornals","MID","WHU","5.5","3.11","66.41","2.67","59.42","2.59","57.53","2.24","55.93","2.69","55.93","97.88"
"106","Dunk","DEF","BHA","4.5","3.10","85.43","3.92","85.43","3.64","85.43","3.70","85.43","3.90","85.43","124.55"
"88","Jensen","MID","BRE","5","3.10","71.66","3.13","64.33","2.64","64.33","3.15","60.86","2.83","60.86","90.53"
"326","Ronaldo","FWD","MUN","10.4","3.09","60.17","3.57","52.26","3.11","50.00","2.57","42.17","2.32","39.50","93.61"
"95","Mbeumo","FWD","BRE","6","3.08","71.29","3.38","71.29","2.80","71.29","3.65","71.29","3.22","71.29","107.68"
"397","Awoniyi","FWD","NFO","5.9","3.07","53.50","2.61","48.83","2.28","56.93","3.82","56.93","3.47","56.93","111.26"
"356","C Wilson","FWD","NEW","7.5","3.06","73.02","3.71","73.02","2.83","71.29","3.83","69.19","3.44","67.79","131.78"
"10","B White","DEF","ARS","4.5","3.05","69.93","3.29","69.93","3.01","69.93","2.17","69.93","3.28","69.93","97.72"
"303","Mahrez","MID","MCI","7.9","3.05","50.17","3.61","50.17","4.87","58.36","3.26","50.17","3.25","50.17","126.44"
"254","D Ward","GK","LEI","4","3.04","74.74","1.94","74.74","2.41","74.74","2.57","74.74","2.80","74.74","93.14"
"44","Konsa","DEF","AVL","4.5","3.04","81.71","3.19","81.71","2.28","81.71","2.04","81.71","2.62","81.71","104.80"
"166","Edouard","FWD","CRY","5.5","3.04","62.60","2.11","58.36","2.81","53.50","2.20","51.14","2.46","48.83","87.37"
"523","Toffolo","DEF","NFO","4.5","3.02","80.40","2.36","76.50","1.24","76.50","3.75","76.50","2.65","76.50","96.84"
"85","Henry","DEF","BRE","4.5","3.01","76.50","3.45","74.37","2.74","70.36","2.74","61.79","2.31","58.50","55.73"
"308","Ake","DEF","MCI","5","2.98","64.93","3.23","59.50","2.81","49.21","1.64","36.00","1.39","31.58","58.75"
"116","Mac Allister","MID","BHA","5.5","2.95","71.66","3.79","71.66","3.26","71.66","3.47","71.66","3.36","71.66","113.55"
"238","Meslier","GK","LEE","4.5","2.94","87.81","3.43","87.81","4.23","87.81","3.64","87.81","4.38","87.81","122.46"
"433","Hojbjerg","MID","TOT","5.5","2.94","77.21","2.85","77.21","2.60","77.21","3.04","77.21","2.15","77.21","98.05"
"233","Harrison","MID","LEE","6","2.92","68.68","2.47","53.50","3.16","53.50","2.70","53.50","3.30","53.50","96.79"
"62","Kieffer Moore","FWD","BOU","5.5","2.92","73.02","2.13","61.83","2.16","44.64","1.99","40.40","1.63","32.82","56.07"
"109","Veltman","DEF","BHA","4.5","2.91","82.14","3.66","82.14","3.40","82.14","3.45","82.14","3.65","82.14","116.29"
"157","Clyne","DEF","CRY","4.5","2.91","74.74","1.37","74.74","3.06","74.74","2.51","74.74","2.52","74.74","82.47"
"286","J Gomez","DEF","LIV","4.5","2.89","80.64","3.57","67.79","2.23","48.50","1.67","39.12","1.08","22.11","16.60"
"108","Webster","DEF","BHA","4.5","2.87","81.71","3.64","81.71","3.35","81.71","3.42","81.71","3.60","81.71","114.45"
"411","C Adams","FWD","SOU","6.4","2.87","55.31","2.97","55.31","2.56","55.31","2.78","55.31","3.23","55.31","103.10"
"532","Mbabu","DEF","FUL","4.5","2.85","63.50","1.85","63.50","2.74","63.50","1.68","63.50","2.25","63.50","85.85"
"315","Rodri","MID","MCI","6","2.85","81.71","3.03","76.83","3.19","73.12","2.78","76.83","2.76","76.83","104.96"
"37","McGinn","MID","AVL","5.5","2.85","82.14","3.13","82.14","2.62","82.14","2.48","82.14","2.93","82.14","106.81"
"510","Hickey","DEF","BRE","5","2.84","76.90","3.37","76.90","2.79","76.90","2.98","73.89","2.60","73.02","89.98"
"295","N Williams","DEF","NFO","4","2.83","74.28","2.37","76.90","1.22","76.90","3.79","76.90","2.66","76.90","97.03"
"374","Guimaraes","MID","NEW","6","2.83","78.65","3.53","78.65","2.67","78.65","3.79","78.65","3.40","78.65","129.62"
"483","Podence","MID","WOL","5.5","2.83","77.50","2.99","66.41","3.06","62.60","3.27","59.12","2.13","59.12","98.56"
"205","Reid","MID","FUL","5.5","2.82","58.50","2.56","69.04","3.03","69.04","2.39","64.33","2.45","60.86","88.27"
"481","Hwang","MID","WOL","6","2.82","69.91","2.69","52.17","2.50","43.50","2.40","35.79","1.64","35.79","74.99"
"14","Tomiyasu","DEF","ARS","4.4","2.81","60.64","3.03","60.64","2.77","60.64","2.04","60.64","3.01","60.64","90.56"
"368","Saint-Maximin","MID","NEW","6.5","2.81","73.40","3.48","73.40","2.61","71.66","3.61","70.60","3.22","69.55","122.83"
"79","Norgaard","MID","BRE","5.5","2.81","79.98","3.08","79.98","2.63","79.98","3.17","79.98","2.86","79.98","97.23"
"467","Rice","MID","WHU","5","2.81","83.67","2.59","82.14","2.57","82.14","2.34","82.14","2.74","82.14","97.22"
"3","Xhaka","MID","ARS","5","2.77","78.24","2.94","78.24","2.75","78.24","2.41","78.24","2.92","78.24","94.50"
"159","Ayew","MID","CRY","5.5","2.76","58.36","1.84","52.07","2.63","51.83","2.09","48.83","2.21","45.93","77.48"
"161","Schlupp","MID","CRY","5","2.76","64.33","2.00","60.86","2.77","60.86","2.27","58.36","2.32","53.50","77.45"
"478","Sa","GK","WOL","5","2.75","87.81","3.96","87.81","4.30","87.81","4.26","87.81","2.19","87.81","130.54"
"574","N Neto","GK","BOU","4.5","2.75","81.42","1.62","81.42","3.58","81.42","3.46","81.42","3.27","81.42","106.02"
"43","Cash","DEF","AVL","4.9","2.75","69.02","3.47","82.14","2.48","82.14","2.28","82.14","2.84","82.14","113.30"
"429","Doherty","DEF","TOT","4.8","2.74","42.07","2.47","42.07","2.14","42.07","2.79","42.07","1.48","42.07","84.52"
"279","Firmino","FWD","LIV","8","2.74","53.79","4.35","67.79","3.58","69.55","2.27","37.79","2.28","35.37","74.24"
"73","Kelly","DEF","BOU","4.5","2.73","84.55","1.47","84.55","3.65","84.55","3.07","83.89","3.29","83.89","100.96"
"464","Benrahma","MID","WHU","6","2.73","46.36","2.16","36.83","2.15","36.83","1.90","36.83","2.26","36.83","82.63"
"305","Grealish","MID","MCI","7","2.72","54.93","3.16","54.93","3.89","60.07","2.88","54.93","2.86","54.93","110.21"
"265","Ndidi","MID","LEI","5","2.72","74.28","2.10","74.28","2.43","74.28","2.29","74.28","2.51","74.28","86.64"
"266","Dewsbury-Hall","MID","LEI","5","2.71","60.17","1.91","56.93","2.11","52.26","1.96","52.26","2.17","52.26","75.36"
"220","Palhinha","MID","FUL","5","2.70","76.90","2.19","76.90","2.51","75.15","2.10","74.28","2.24","73.40","84.76"
"148","Gallagher","MID","CHE","5.9","2.69","56.93","2.44","49.26","2.19","44.93","1.94","39.50","1.58","31.58","36.91"
"168","Mateta","FWD","CRY","5.4","2.68","46.83","1.84","43.98","2.54","41.21","1.91","37.79","2.22","37.79","78.76"
"70","Billing","MID","BOU","5.4","2.67","70.36","2.16","70.36","3.05","70.36","2.95","70.36","2.85","70.36","99.83"
"287","Keita","MID","LIV","4.9","2.66","58.36","3.40","58.36","2.79","56.83","2.39","45.60","2.35","41.21","64.23"
"120","Caicedo","MID","BHA","5","2.65","76.90","3.04","72.07","2.70","72.07","2.85","72.07","2.79","72.07","95.18"
"480","Neves","MID","WOL","5.5","2.65","82.79","3.00","78.65","3.04","76.50","3.23","73.89","2.18","73.89","98.91"
"471","Ben Johnson","DEF","WHU","4.5","2.64","66.00","1.21","34.74","0.79","23.58","0.69","23.58","0.99","23.58","34.02"
"440","Bentancur","MID","TOT","5.5","2.64","66.83","2.56","66.83","2.32","66.83","2.73","66.83","1.91","66.83","87.68"
"6","Partey","MID","ARS","5","2.63","67.14","2.80","67.14","2.61","67.14","2.29","67.14","2.77","67.14","89.59"
"89","Wissa","MID","BRE","5.5","2.63","48.07","2.48","39.93","1.95","36.47","2.36","34.74","2.12","34.74","63.27"
"422","Bazunu","GK","SOU","4.5","2.62","81.42","2.57","81.42","2.43","81.42","3.11","81.42","3.20","81.42","99.95"
"388","Worrall","DEF","NFO","4.5","2.62","83.02","2.06","82.14","0.99","82.14","3.37","82.14","2.24","82.14","85.48"
"460","Lanzini","MID","WHU","5.5","2.62","54.77","2.25","48.69","2.19","46.71","1.91","44.64","2.23","44.64","80.41"
"213","Rodak","GK","FUL","4.5","2.61","65.50","1.37","49.00","1.55","40.58","0.58","24.32","0.75","24.32","32.39"
"373","Willock","MID","NEW","5","2.55","68.68","3.07","68.68","2.43","68.68","3.26","68.68","2.96","68.68","112.19"
"271","Daka","FWD","LEI","5.9","2.55","32.24","1.79","32.24","2.20","32.24","1.97","32.24","2.23","32.24","76.69"
"327","de Gea","GK","MUN","4.9","2.54","87.81","3.97","87.81","3.49","87.81","3.37","87.81","3.87","87.81","130.66"
"371","Joelinton","MID","NEW","6","2.53","73.40","3.03","73.40","2.39","73.40","3.25","73.40","2.93","73.40","111.10"
"47","Ramsey","MID","AVL","5.4","2.53","65.21","2.78","65.21","2.33","65.21","2.21","65.21","2.61","65.21","94.96"
"479","Dendoncker","MID","WOL","5","2.53","80.40","2.70","72.07","2.42","58.55","1.83","39.50","1.33","39.50","60.28"
"282","Fabinho","MID","LIV","5.5","2.52","78.24","3.02","75.50","2.68","75.50","2.62","73.50","2.79","73.50","94.22"
"535","Tavernier","MID","BOU","5","2.52","66.00","2.09","66.00","2.87","66.83","2.71","65.02","2.54","63.21","89.83"
"200","Cairney","MID","FUL","4.9","2.52","60.86","2.06","60.07","2.35","60.07","1.97","57.60","2.07","57.60","68.84"
"576","Senesi","DEF","BOU","4.5","2.51","80.64","1.34","80.64","3.40","80.64","2.93","80.64","3.07","80.64","94.73"
"436","Sessegnon","DEF","TOT","4.5","2.50","41.60","2.26","41.60","1.93","41.60","2.53","41.60","1.26","41.60","76.27"
"512","Aribo","MID","SOU","5.5","2.49","68.64","2.56","68.64","2.34","68.64","2.50","68.64","2.76","68.64","90.51"
"514","C Doucoure","MID","CRY","5","2.49","68.64","1.86","66.83","2.50","66.00","2.12","65.11","2.21","61.79","74.50"
"399","Biancone","DEF","NFO","4.5","2.48","70.17","1.37","43.50","0.78","43.50","2.09","43.50","1.50","43.50","56.22"
"536","Mangala","MID","NFO","5","2.47","66.07","2.05","56.83","1.45","46.36","2.04","46.36","1.85","46.36","64.58"
"409","Walker-Peters","DEF","SOU","4.5","2.46","82.14","2.74","82.14","2.61","82.14","3.04","82.14","3.46","82.14","101.48"
"376","Pope","GK","NEW","5","2.42","76.57","3.71","76.57","2.14","76.57","3.89","76.57","3.23","76.57","121.77"
"331","Fred","MID","MUN","5.4","2.42","73.40","2.76","67.79","2.45","63.50","2.22","56.93","2.20","56.93","83.58"
"211","Reed","MID","FUL","4.5","2.42","68.68","1.93","63.50","2.18","63.50","1.89","63.50","1.98","62.67","74.75"
"8","Tierney","DEF","ARS","4.9","2.41","48.50","2.59","48.50","2.38","48.50","1.79","48.50","2.58","48.50","78.17"
"369","Almiron","MID","NEW","5","2.40","71.66","2.59","63.50","2.11","63.50","2.74","63.50","2.50","63.50","94.24"
"64","Lerma","MID","BOU","5","2.40","75.50","1.98","75.50","2.71","75.50","2.62","75.50","2.55","75.50","89.08"
"524","O'Brien","MID","NFO","5","2.40","69.04","1.89","55.31","1.26","40.83","1.72","40.83","1.57","40.83","55.54"
"454","Richarlison","FWD","TOT","8.5","2.40","41.00","2.40","41.00","2.16","41.00","2.56","41.00","1.76","41.00","81.54"
"294","Elliott","MID","LIV","5","2.39","56.83","2.98","56.83","2.28","48.83","1.72","33.16","1.65","29.47","38.33"
"244","Kristensen","DEF","LEE","5","2.38","82.14","2.52","82.14","3.49","82.14","2.64","79.98","3.54","79.98","92.04"
"136","Loftus-Cheek","MID","CHE","5","2.37","52.26","2.14","44.93","1.85","39.50","1.53","31.58","1.06","21.00","26.56"
"53","Kamara","MID","AVL","5","2.36","76.50","2.50","76.50","2.19","76.50","2.11","76.50","2.36","76.50","86.64"
"246","Aaronson","MID","LEE","5.5","2.35","69.55","2.38","68.68","2.82","68.68","2.51","68.68","2.92","68.68","90.19"
"366","Schar","DEF","NEW","4.6","2.31","80.64","3.03","72.64","1.53","66.98","3.17","66.98","2.37","66.98","94.79"
"346","A Pereira","MID","FUL","4.5","2.31","53.79","2.27","68.68","2.66","68.68","2.23","68.68","2.39","68.68","89.28"
"357","Trippier","DEF","NEW","5","2.30","69.55","3.18","69.55","1.88","69.55","3.56","69.55","2.74","69.55","107.66"
"410","Bednarek","DEF","SOU","4.5","2.30","79.98","2.61","79.98","2.56","79.98","2.89","79.98","3.30","79.98","96.83"
"228","Llorente","DEF","LEE","4.5","2.29","82.14","2.36","81.71","3.25","81.71","2.45","80.64","3.19","78.50","84.78"
"42","Buendia","MID","AVL","6","2.28","43.50","2.03","32.00","1.70","32.00","1.61","32.00","1.92","32.00","69.62"
"139","Chilwell","DEF","CHE","6","2.27","42.07","2.94","50.64","3.21","58.50","3.38","58.50","3.29","58.50","113.35"
"519","Eriksen","MID","MUN","6.4","2.25","50.17","2.71","46.83","2.21","38.50","1.88","31.32","1.86","31.32","71.88"
"274","Milner","MID","LIV","4.5","2.24","56.83","2.27","45.40","1.96","43.12","1.46","29.84","1.32","23.68","37.28"
"408","A Armstrong","FWD","SOU","5.5","2.24","45.60","2.29","45.60","2.04","45.60","2.17","45.60","2.44","45.60","79.81"
"377","Botman","DEF","NEW","4.5","2.23","82.36","3.24","79.33","1.68","76.36","3.49","76.36","2.63","76.36","104.02"
"575","Cornet","MID","WHU","6","2.22","40.07","2.49","50.17","2.49","50.17","2.16","50.17","2.63","50.17","94.80"
"406","Elyounoussi","MID","SOU","5.4","2.20","44.64","2.26","44.64","2.01","44.64","2.16","44.64","2.44","44.64","78.99"
"245","Roca","MID","LEE","5","2.19","68.68","2.22","68.68","2.63","68.68","2.34","68.68","2.70","68.68","83.78"
"405","S Armstrong","MID","SOU","5","2.19","50.17","2.25","50.17","2.04","50.17","2.19","50.17","2.43","50.17","79.51"
"86","Janelt","MID","BRE","5.5","2.18","51.50","2.34","52.07","1.98","50.45","2.36","50.45","2.10","48.83","70.84"
"190","T Davies","MID","EVE","5","2.18","50.64","1.51","39.50","1.02","22.11","0.73","16.58","0.74","16.58","24.38"
"487","Ait-Nouri","DEF","WOL","4.5","2.17","73.02","3.21","69.19","3.08","65.21","3.22","65.21","1.67","65.21","97.77"
"107","March","MID","BHA","5","2.15","52.07","2.94","60.17","2.41","55.31","1.68","35.53","1.64","35.53","58.59"
"358","Burn","DEF","NEW","4.5","2.14","80.64","2.52","60.64","1.07","46.93","2.16","46.93","1.65","46.93","66.21"
"114","Lamptey","DEF","BHA","4.5","2.14","48.07","2.55","45.76","2.25","43.50","2.32","43.50","2.39","43.50","78.25"
"275","J Henderson","MID","LIV","5.5","2.14","53.50","2.86","60.07","2.65","64.33","2.68","64.33","2.83","64.33","95.12"
"45","Bailey","MID","AVL","4.9","2.13","41.00","2.38","41.00","1.98","41.00","1.88","41.00","2.25","41.00","80.83"
"235","Struijk","DEF","LEE","4.5","2.12","80.40","2.10","72.81","2.81","70.17","1.92","61.40","2.22","53.50","47.16"
"83","Dasilva","MID","BRE","4.6","2.11","48.50","1.94","38.86","1.40","28.42","1.49","25.79","1.38","25.79","49.14"
